businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear
"['客村', '新港', '广州大道南']",广州,广东龙泉科技有限公司,广东龙泉科技有限公司,150-500人,2018/5/22 10:22,海珠区,本科,"移动互联网,数据服务",[],全职,3346270,6k-12k,不限
['岗顶'],广州,广州市聚合纵力餐饮服务有限公司,聚合纵力,50-150人,2018/5/7 11:09,天河区,不限,移动互联网,[],全职,4215359,4k-8k,不限
,广州,广东亿迅科技有限公司,广东亿迅,2000人以上,2018/5/23 8:24,海珠区,本科,移动互联网,[],全职,3595164,7k-12k,应届毕业生
,广州,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018/5/23 11:07,天河区,本科,"移动互联网 ,游戏",[],全职,4534182,30k-60k,1-3年
"['东圃', '棠下', '车陂']",广州,海南猫耳网络科技有限公司,猫耳游戏,50-150人,2018/4/23 10:57,天河区,本科,"移动互联网,游戏","['游戏', '优化', '整合', '跟踪']",全职,4449910,6k-10k,1-3年
['天河城'],广州,广州银行股份有限公司信用卡中心,广州银行信用卡中心,2000人以上,2018/5/15 16:29,天河区,本科,金融,[],全职,4266161,10k-20k,1-3年
"['市桥', '东环']",广州,广州千千氏企业管理咨询有限公司,千千氏,50-150人,2018/5/21 9:49,番禺区,大专,移动互联网 社交网络,[],全职,4272716,8k-13k,3-5年
"['龙口', '岗顶', '石牌']",广州,广州普惠信息科技有限公司,普惠科技,15-50人,2018/5/21 12:42,天河区,大专,"教育,移动互联网","['电商', '大数据', '业务运营']",全职,3770840,6k-8k,1-3年
['五羊新城'],广州,广东腾南网络信息科技有限公司,腾讯??大粤网,150-500人,2018/5/17 14:48,越秀区,本科,"移动互联网,O2O","['旅游', '运营', 'SPSS']",全职,4582941,8k-16k,1-3年
,广州,广东富启投资股份有限公司,富启投资,少于15人,2018/5/17 14:55,天河区,本科,金融,['金融'],全职,4500866,7k-12k,不限
"['猎德', '珠江新城', '沙河']",广州,精硕科技（北京）股份有限公司,AdMaster,500-2000人,2018/5/23 12:09,天河区,本科,数据服务,[],全职,4063774,4k-6k,应届毕业生
,广州,上海网达软件股份有限公司,网达软件,500-2000人,2018/5/23 10:21,天河区,不限,"移动互联网,电子商务",[],全职,4451127,6k-8k,不限
"['客村', '新港', '赤岗']",广州,广州哆啦信息科技有限公司,哆啦科技,50-150人,2018/5/9 16:32,海珠区,本科,"电子商务,移动互联网",[],全职,4402680,15k-25k,不限
,广州,广州餐道信息科技有限公司,广州餐道,150-500人,2018/5/23 10:06,荔湾区,不限,"移动互联网,O2O",[],全职,4396641,8k-15k,1-3年
['大石'],广州,广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,2018/5/23 9:38,番禺区,大专,电子商务,"['广告营销', '推广', 'SEM', 'ASO', '运营']",全职,4393376,5k-8k,不限
,广州,广东地球村计算机系统股份有限公司,地球村股份有限公司,500-2000人,2018/5/21 9:34,天河区,大专,移动互联网,[],全职,4083651,4k-6k,应届毕业生
,广州,广州掌动智能科技有限公司,掌动智能,15-50人,2018/5/21 15:50,天河区,本科,移动互联网,[],全职,4601780,4k-8k,不限
"['冼村', '珠江新城', '沙河']",广州,一点网聚科技有限公司,一点资讯,500-2000人,2018/5/22 10:36,天河区,本科,移动互联网,[],全职,4086969,6k-12k,1-3年
,广州,广州博冠信息科技有限公司,网易游戏,2000人以上,2018/5/16 9:39,天河区,本科,游戏,[],全职,4438141,15k-20k,1-3年
"['沙河', '珠江新城', '沙河', '冼村', '珠江新城', '冼村']",广州,上海蓝色光标品牌顾问有限公司,蓝色光标,2000人以上,2018/5/21 14:27,天河区,本科,"广告营销,企业服务",[],全职,3406969,12k-18k,3-5年
['天河城'],广州,广州银行股份有限公司信用卡中心,广州银行信用卡中心,2000人以上,2018/5/15 16:29,天河区,本科,金融,[],全职,3480665,8k-10k,不限
"['客村', '新港', '赤岗']",广州,广州哆啦信息科技有限公司,哆啦科技,50-150人,2018/5/9 16:32,海珠区,本科,"电子商务,移动互联网","['电商', '数据挖掘', '大数据']",全职,4498642,20k-35k,3-5年
"['天河公园', '棠下']",广州,三七互娱（上海）科技有限公司,三七互娱,2000人以上,2018/5/23 14:17,天河区,本科,游戏,[],全职,3109374,10k-15k,不限
,广州,上海蓝色光标品牌顾问有限公司,蓝色光标,2000人以上,2018/5/21 14:27,天河区,本科,"广告营销,企业服务",[],实习,4060537,2k-3k,不限
"['棠下', '员村', '东圃']",广州,成都哆可梦网络科技有限公司广州分公司,哆可梦游戏,150-500人,2018/5/23 13:49,天河区,大专,游戏,[],全职,4614870,8k-15k,1-3年
"['元岗', '长兴', '燕岭']",广州,广州瀚信通信科技股份有限公司,广州瀚信,500-2000人,2018/5/2 14:34,天河区,本科,移动互联网,[],全职,4368721,2k-4k,应届毕业生
['东环'],广州,广州经传多赢投资咨询有限公司,经传多赢,2000人以上,2018/5/23 13:42,番禺区,不限,"移动互联网,金融","['金融', '电商', '数据挖掘', 'Java']",全职,4022081,10k-20k,1-3年
,广州,深圳市长亮科技股份有限公司,长亮科技,2000人以上,2018/5/6 19:20,天河区,硕士,企业服务,[],全职,4103831,15k-30k,5-10年
,广州,深圳市金翠花珠宝网络科技有限责任公司,翠花APP平台,50-150人,2018/5/16 17:53,海珠区,本科,"移动互联网,电子商务","['电商', '活动运营']",全职,3153340,9k-18k,1-3年
,广州,广发银行股份有限公司信用卡中心,广发信用卡中心,2000人以上,2018/5/3 11:14,天河区,本科,金融,"['银行', '电商', '资深']",全职,4074323,12k-16k,3-5年
['沙河'],广州,雪松控股集团有限公司,雪松控股集团有限公司,2000人以上,2018/5/23 11:17,天河区,本科,其他,"['云计算', '信息安全', '移动互联网', '业务运营']",全职,4228560,30k-50k,5-10年
"['新港', '赤岗', '滨江']",广州,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018/5/15 10:07,海珠区,本科,"移动互联网 ,游戏",[],全职,4085746,15k-25k,1-3年
,广州,上海蓝色光标品牌顾问有限公司,蓝色光标,2000人以上,2018/5/21 14:27,天河区,本科,"广告营销,企业服务",[],全职,4186684,15k-20k,3-5年
"['棠下', '员村', '东圃']",广州,成都哆可梦网络科技有限公司广州分公司,哆可梦游戏,150-500人,2018/5/21 9:56,天河区,本科,游戏,[],全职,4544931,8k-15k,1-3年
"['棠下', '天河公园', '员村']",广州,广州荔支网络技术有限公司,荔枝,150-500人,2018/5/23 9:37,天河区,本科,移动互联网,"['移动互联网', '直播', '社交', '数据挖掘', '建模']",全职,2402726,10k-20k,1-3年
"['天河北', '体育中心', '沙河']",广州,万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,2018/5/21 18:39,天河区,本科,金融,[],全职,4511362,12k-18k,1-3年
"['天河北', '天河北', '沙河', '沙河', '体育中心', '体育中心']",广州,万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,2018/5/21 18:39,天河区,本科,金融,[],全职,3518903,15k-30k,1-3年
"['天河北', '体育中心', '沙河']",广州,万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,2018/5/21 18:39,天河区,本科,金融,[],全职,4511386,12k-18k,1-3年
"['天河北', '体育中心', '沙河']",广州,万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,2018/5/21 18:39,天河区,本科,金融,"['金融', '高级', '数据挖掘', '建模']",全职,3939795,15k-25k,5-10年
"['酒仙桥', '将台路', '大山子']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/23 14:11,朝阳区,本科,"移动互联网,游戏","['金融', 'BI', '可视化', '业务运营', 'growth']",全职,2955856,18k-35k,3-5年
,北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/22 17:35,海淀区,本科,"移动互联网,O2O",[],全职,4610533,10k-20k,1-3年
"['望京', '来广营']",北京,北京数美时代科技有限公司,数美,150-500人,2018/5/23 10:00,朝阳区,本科,"企业服务,数据服务",[],全职,3681436,20k-35k,1-3年
"['学院路', '北太平庄', '牡丹园']",北京,北京小川在线网络技术有限公司,最右,150-500人,2018/5/23 10:30,海淀区,本科,移动互联网,"['游戏', '社交', '文化娱乐', '数据挖掘', '机器学习']",全职,3948179,15k-30k,1-3年
,北京,北京乐酷达网络科技有限公司,OKCoin,150-500人,2018/5/23 13:56,海淀区,本科,"移动互联网,金融",[],全职,4614934,10k-20k,3-5年
"['望京', '来广营']",北京,北京尚德在线教育科技有限公司,尚德机构,2000人以上,2018/5/23 15:37,朝阳区,本科,教育,[],全职,4616211,15k-30k,3-5年
,北京,北京京东世纪贸易有限公司,京东集团,2000人以上,2018/5/23 11:36,朝阳区,不限,"电子商务,数据服务","['电商', '大数据', '数据挖掘', 'SPSS']",全职,4613982,25k-30k,3-5年
"['西三旗', '清河']",北京,北京转转精神科技有限责任公司,转转,500-2000人,2018/5/23 11:25,海淀区,本科,"移动互联网,生活服务",[],全职,4613818,15k-25k,1-3年
"['知春路', '中关村', '学院路']",北京,北京智融时代科技有限公司,智融集团,150-500人,2018/5/23 11:04,海淀区,本科,金融,[],全职,3828400,10k-18k,1-3年
"['中关村', '苏州街', '苏州桥']",北京,北京融联世纪信息技术有限公司,融360,500-2000人,2018/5/23 11:09,海淀区,本科,"移动互联网,金融","['金融', '运营', '数据挖掘']",全职,4328477,15k-30k,3-5年
"['朝外', 'CBD']",北京,阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,2018/5/23 9:36,朝阳区,本科,金融,"['金融', '大数据', '风控', '建模']",全职,4313117,15k-25k,3-5年
"['酒仙桥', '大山子', '望京']",北京,上海淇毓信息科技有限公司,奇虎360金融,500-2000人,2018/5/23 9:53,朝阳区,本科,"移动互联网,金融",[],全职,3854681,13k-20k,1-3年
"['望京', '来广营', '花家地']",北京,快看世界（北京）科技有限公司,快看漫画,150-500人,2018/5/22 17:19,朝阳区,本科,"移动互联网,文化娱乐","['游戏', '运营']",全职,4288262,10k-20k,1-3年
"['望京', '来广营', '花家地']",北京,清枫（北京）科技有限公司,Max+&小黑盒,50-150人,2018/5/23 9:57,朝阳区,本科,游戏,"['游戏', '高级', '大数据', '数据挖掘']",全职,4013707,15k-30k,1-3年
"['酒仙桥', '大山子', '望京']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/23 15:18,朝阳区,本科,"移动互联网,游戏",[],全职,4414222,15k-25k,1-3年
"['望京', '来广营']",北京,北京数美时代科技有限公司,数美,150-500人,2018/5/23 10:00,朝阳区,本科,"企业服务,数据服务",[],全职,4326710,15k-25k,1-3年
"['知春路', '中关村', '学院路']",北京,北京智融时代科技有限公司,智融集团,150-500人,2018/5/23 11:04,海淀区,本科,金融,[],全职,3837351,7k-14k,应届毕业生
,北京,北京中发智迅科技发展有限公司,中发智迅,500-2000人,2018/5/23 14:10,海淀区,本科,"O2O,旅游",[],全职,4609834,15k-20k,3-5年
"['团结湖', '三里屯', '工体']",北京,北京瓴岳信息技术有限公司,洋钱罐,150-500人,2018/5/23 11:01,朝阳区,本科,"移动互联网,金融",[],全职,4206490,25k-45k,3-5年
,北京,北京五八到家信息技术有限公司,58到家,2000人以上,2018/5/23 11:12,朝阳区,本科,"O2O,生活服务",[],全职,4473300,20k-30k,3-5年
"['大屯', '奥运村', '亚运村']",北京,北京百乘科技有限公司,百乘金控,500-2000人,2018/5/23 9:56,朝阳区,本科,金融,"['金融', '电商', '数据挖掘']",全职,4380395,15k-25k,不限
"['CBD', '大望路', '建国路']",北京,和信电子商务有限公司,和信贷,150-500人,2018/5/23 10:28,朝阳区,硕士,金融,"['电商', '数据挖掘', 'SPSS']",全职,3658927,8k-15k,1-3年
,北京,北京默契破冰科技有限公司,玩吧,150-500人,2018/5/23 15:17,东城区,本科,"移动互联网,社交网络","['游戏', '社交', '文化娱乐', '大数据', '数据挖掘']",全职,3569199,15k-30k,3-5年
"['大山子', '酒仙桥']",北京,天津聪明牛油果科技有限公司,聪明牛油果,15-50人,2018/5/22 15:49,朝阳区,本科,"移动互联网,金融","['金融', '支付', '高级', '风控']",全职,4338424,18k-30k,3-5年
,北京,饭美美网络科技（北京）有限公司,饭美美,150-500人,2018/5/22 19:30,朝阳区,本科,"移动互联网,O2O",[],全职,4053235,6k-10k,1-3年
"['酒仙桥', '大山子', '将台路']",北京,北京口袋时尚科技有限公司,微店,500-2000人,2018/5/22 9:14,朝阳区,本科,"移动互联网 ,电子商务","['电商', '大数据', '数据挖掘']",全职,4492666,20k-40k,5-10年
,北京,花圃（北京）科技有限公司,花圃科技,50-150人,2018/5/23 13:38,朝阳区,本科,"移动互联网,电子商务","['电商', '数据挖掘', 'SPSS']",全职,4551917,6k-12k,3-5年
,北京,汇联金科信息技术（北京 )有限公司,汇联金科,50-150人,2018/5/23 16:51,朝阳区,本科,金融,"['金融', '大数据', '数据挖掘', 'SPSS']",全职,4295741,10k-15k,3-5年
"['学院路', '知春路', '北太平庄']",北京,北京花韵在线科技有限公司,花韵在线,50-150人,2018/5/23 10:19,海淀区,本科,"移动互联网,社交网络",['视频'],全职,4533132,15k-25k,3-5年
"['酒仙桥', '大山子', '将台路']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/13 20:42,朝阳区,本科,"移动互联网,游戏",[],全职,3923069,15k-25k,1-3年
"['望京', '来广营']",北京,北京数美时代科技有限公司,数美,150-500人,2018/5/23 10:00,朝阳区,本科,"企业服务,数据服务",[],全职,4326715,15k-30k,1-3年
"['奥运村', '北苑', '来广营']",北京,北京五八到家信息技术有限公司,58到家,2000人以上,2018/5/23 15:53,朝阳区,本科,"O2O,生活服务",[],全职,4610828,15k-27k,3-5年
"['团结湖', '三里屯', '工体']",北京,北京瓴岳信息技术有限公司,洋钱罐,150-500人,2018/5/23 14:20,朝阳区,本科,"移动互联网,金融",[],全职,4500244,15k-30k,1-3年
['酒仙桥'],北京,北京数码通科技有限公司,数码通科技,50-150人,2018/5/22 10:58,朝阳区,不限,"移动互联网,企业服务",[],全职,4417203,10k-15k,1-3年
['魏公村'],北京,北京同城翼龙网络科技有限公司,翼龙贷网,500-2000人,2018/5/21 9:14,海淀区,大专,金融,[],全职,4466287,20K-30K,5-10年
['北苑'],北京,北京博乐科技有限公司,博乐科技,50-150人,2018/5/23 9:57,朝阳区,本科,移动互联网,[],全职,2699709,10k-20k,应届毕业生
,北京,人人行科技有限公司,人人行(借贷宝),2000人以上,2018/5/7 15:05,朝阳区,本科,"移动互联网,金融",[],全职,4488159,20k-40k,3-5年
"['大望路', '百子湾', '华贸']",北京,北京思维造物信息科技有限公司,罗辑思维,150-500人,2018/5/23 12:41,朝阳区,本科,"移动互联网,文化娱乐",[],全职,4389363,25k-50k,3-5年
,北京,北京方源房地产咨询服务有限公司,北京方源,500-2000人,2018/5/22 10:04,东城区,本科,其他,[],全职,4561648,8k-16k,1-3年
"['工体', '朝外']",北京,杭州云脑科技有限公司,云脑科技,15-50人,2018/5/23 10:12,朝阳区,本科,"企业服务,数据服务",[],全职,3898857,15k-30k,3-5年
"['魏公村', '北下关', '白石桥']",北京,狮桥融资租赁（中国）有限公司,狮桥资本,500-2000人,2018/5/23 10:03,海淀区,本科,金融,[],全职,4582989,10k-20k,3-5年
"['科技园区', '世界公园', '看丹桥']",北京,央广新媒体文化传媒（北京）有限公司,央广新媒体,150-500人,2018/5/23 9:32,丰台区,本科,"移动互联网,文化娱乐",[],全职,3419357,8k-12k,1-3年
"['木樨园', '角门', '马家堡']",北京,北京值得买科技股份有限公司,什么值得买,150-500人,2018/5/23 10:19,丰台区,本科,"电子商务,文化娱乐","['电商', '高级']",全职,3403427,20k-25k,3-5年
,北京,玖富金科控股集团有限责任公司,玖富集团,2000人以上,2018/5/21 16:44,朝阳区,本科,金融,[],全职,4445231,20k-30k,3-5年
"['酒仙桥', '大山子', '将台路']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/22 10:44,朝阳区,本科,"移动互联网,游戏",[],全职,4320615,15k-30k,3-5年
"['木樨园', '角门', '马家堡']",北京,北京值得买科技股份有限公司,什么值得买,150-500人,2018/5/23 10:19,丰台区,不限,"电子商务,文化娱乐",[],全职,4207065,15k-25k,1-3年
,北京,普强信息技术（北京）有限公司,普强信息,150-500人,2018/5/21 10:06,海淀区,本科,数据服务,[],全职,4448943,10k-13k,不限
"['望京', '来广营']",北京,北京数美时代科技有限公司,数美,150-500人,2018/5/23 10:00,朝阳区,本科,"企业服务,数据服务","['金融', '大数据', '数据挖掘']",全职,3325346,20k-40k,1-3年
"['大望路', '华贸', '百子湾']",北京,和信电子商务有限公司,和信贷,150-500人,2018/5/23 10:28,朝阳区,本科,金融,"['金融', '运营']",全职,4581153,6k-10k,3-5年
['苏州街'],北京,北京航天数据股份有限公司,航天数据,150-500人,2018/5/23 9:17,海淀区,硕士,"信息安全,数据服务",[],全职,4408220,20k-30k,1-3年
,北京,深圳瑞银信信息技术有限公司,瑞银信,2000人以上,2018/5/23 14:47,朝阳区,本科,"移动互联网,金融","['金融', '风控', 'SPSS', 'sas']",全职,3742663,6k-8k,不限
"['望京', '大山子', '花家地']",北京,百合佳缘网络集团股份有限公司,百合网,2000人以上,2018/5/23 10:11,朝阳区,本科,"移动互联网,社交网络",[],全职,4464903,10k-15k,1-3年
,北京,普信恒业科技发展（北京）有限公司,宜信,2000人以上,2018/5/22 11:39,朝阳区,硕士,金融,[],全职,4358920,15k-25k,3-5年
,北京,中移在线服务有限公司,中移在线服务有限公司,2000人以上,2018/5/22 9:42,西城区,本科,移动互联网,[],全职,3791172,10k-20k,3-5年
,北京,北京机器学习信息技术有限公司,机器学习,15-50人,2018/5/22 10:40,海淀区,本科,移动互联网,[],全职,4338962,15K-30K,5-10年
['三里屯'],北京,思凯思特（北京）科技有限公司,PINTEC,500-2000人,2018/5/21 17:50,朝阳区,本科,"移动互联网,金融","['金融', '移动互联网', '中级', '初级', '大数据']",全职,3606515,15k-30k,不限
"['来广营', '望京', '花家地']",北京,玖富金科控股集团有限责任公司,玖富集团,2000人以上,2018/5/21 16:44,朝阳区,本科,金融,"['银行', '电商', 'BI', '可视化', '业务运营']",全职,3719257,10k-20k,3-5年
"['上地', '马连洼', '西二旗']",北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/23 17:11,海淀区,本科,"移动互联网,O2O",[],全职,4391592,20k-40k,3-5年
"['酒仙桥', '大山子', '望京']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/23 16:14,朝阳区,本科,"移动互联网,游戏",[],实习,4438244,2k-4k,1年以下
"['四季青', '香山']",北京,网舟联合科技（北京）有限公司,网舟联合科技（北京）有限公司,50-150人,2018/5/23 15:15,海淀区,本科,电子商务,[],全职,4615942,6k-8k,1-3年
"['知春路', '中关村', '学院路']",北京,北京智融时代科技有限公司,智融集团,150-500人,2018/5/23 11:04,海淀区,本科,金融,[],全职,3837290,7k-14k,1-3年
"['团结湖', '三里屯', '工体']",北京,北京瓴岳信息技术有限公司,洋钱罐,150-500人,2018/5/23 11:01,朝阳区,本科,"移动互联网,金融",[],全职,4362624,35k-45k,3-5年
['上地'],北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/23 9:51,海淀区,本科,"移动互联网,O2O","['旅游', '中级', '数据挖掘', '运营', 'SPSS']",全职,4581040,10k-20k,3-5年
,北京,北京金山云网络技术有限公司,金山云,500-2000人,2018/5/22 14:59,海淀区,本科,"移动互联网,数据服务",[],全职,4069781,10k-15k,1-3年
"['团结湖', '朝阳公园', '水碓子']",北京,北京互连众信科技有限公司,资产360,150-500人,2018/5/23 10:07,朝阳区,本科,"移动互联网,O2O",[],全职,3427794,8k-15k,1-3年
,北京,联通支付有限公司,联通支付有限公司,150-500人,2018/5/22 17:19,西城区,本科,移动互联网,[],全职,4321774,15k-25k,3-5年
"['高碑店', '十里堡', '甘露园']",北京,北京卡车之家信息技术股份有限公司,卡车之家,150-500人,2018/5/23 9:24,朝阳区,本科,移动互联网,[],全职,4602838,10k-15k,1-3年
,北京,北京四达时代软件技术股份有限公司,四达时代集团,2000人以上,2018/5/23 14:58,大兴区,本科,"文化娱乐,硬件","['视频', '高级', '可视化', '大数据', 'SPSS']",全职,3246596,18k-25k,3-5年
"['望京', '来广营', '花家地']",北京,北京麒麟合盛科技有限公司,APUS Group,150-500人,2018/5/23 9:47,朝阳区,本科,移动互联网,[],全职,4329758,40k-80k,5-10年
"['亦庄', '亦庄', '马驹桥', '马驹桥']",北京,酒仙网电子商务股份有限公司,酒仙网,2000人以上,2018/5/23 14:23,大兴区,本科,电子商务,[],全职,3105641,8k-10k,3-5年
"['学院路', '北太平庄', '牡丹园']",北京,北京小川在线网络技术有限公司,最右,150-500人,2018/5/23 10:30,海淀区,本科,移动互联网,"['游戏', '社交', '文化娱乐', '运营', 'php', 'python']",全职,3948199,50k-100k,5-10年
,北京,和信电子商务有限公司,和信贷,150-500人,2018/5/23 10:28,朝阳区,大专,金融,"['金融', '运营']",全职,4507358,6k-8k,3-5年
"['酒仙桥', '大山子', '望京']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/23 16:14,朝阳区,本科,"移动互联网,游戏",[],全职,4438223,15k-30k,3-5年
"['三元桥', '燕莎', '亮马桥']",北京,北京弘合柏基金融信息服务有限责任公司,有利网,500-2000人,2018/5/23 10:01,朝阳区,本科,金融,[],全职,4333103,18k-35k,3-5年
"['酒仙桥', '大山子', '将台路']",北京,北京爱声声科技有限公司,冲顶大会,50-150人,2018/5/23 9:47,朝阳区,本科,移动互联网,[],全职,4056939,15k-20k,3-5年
"['望京', '大山子', '花家地']",北京,快看世界（北京）科技有限公司,快看漫画,150-500人,2018/5/22 17:19,朝阳区,本科,"移动互联网,文化娱乐","['金融', '数据挖掘', '用户研究']",全职,4006595,15k-30k,1-3年
"['四惠', '十里堡', '甘露园']",北京,掌阅科技股份有限公司,掌阅,500-2000人,2018/5/23 11:58,朝阳区,本科,移动互联网,[],全职,3761779,12k-20k,3-5年
,北京,京东金融,京东金融,2000人以上,2018/5/23 15:46,大兴区,本科,金融,[],全职,4562823,20k-35k,5-10年
"['来广营', '望京']",北京,北京一览科技有限公司,一览科技,150-500人,2018/5/23 10:10,朝阳区,本科,"移动互联网,文化娱乐",[],全职,3760775,20k-40k,1-3年
"['上地', '西北旺', '马连洼']",北京,车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,2018/5/23 10:10,海淀区,本科,O2O,"['金融', '高级', '数据挖掘', 'BI']",全职,4390725,15k-30k,3-5年
,北京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018/5/22 20:14,海淀区,本科,"移动互联网,数据服务",[],全职,4524730,20k-40k,3-5年
"['西北旺', '上地', '清河']",北京,北京小度信息科技有限公司,百度外卖,2000人以上,2018/5/22 10:36,海淀区,本科,"移动互联网,O2O","['本地生活', '运营', 'BI']",全职,4165118,10k-20k,3-5年
['学院路'],北京,北京酷划在线网络技术有限公司,酷划在线,50-150人,2018/5/22 13:48,海淀区,本科,移动互联网,"['移动互联网', '业务运营', '运营', '数据挖掘', 'SPSS']",全职,3515565,12k-20k,1-3年
"['上地', '西北旺', '马连洼', '上地', '西北旺', '马连洼', '上地', '西北旺', '马连洼']",北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/22 13:08,海淀区,本科,"移动互联网,O2O",[],全职,3898227,7k-14k,1-3年
"['中关村', '知春路', '双榆树']",北京,百融金融信息服务股份有限公司,百融金服,500-2000人,2018/5/21 18:00,海淀区,不限,"金融,数据服务","['金融', '大数据', '建模']",全职,2150312,15k-25k,不限
"['中关村', '魏公村', '皂君庙']",北京,网易（杭州）有限公司,网易,2000人以上,2018/5/21 10:03,海淀区,本科,"电子商务,移动互联网",[],全职,2332070,15k-20k,不限
"['奥运村', '北苑', '来广营']",北京,北京五八到家信息技术有限公司,58到家,2000人以上,2018/5/18 9:05,朝阳区,本科,"O2O,生活服务",[],全职,4083559,15k-25k,3-5年
"['酒仙桥', '将台路', '大山子']",北京,奇虎360科技有限公司,360,2000人以上,2018/5/23 14:11,朝阳区,本科,"移动互联网,游戏",[],全职,4282389,15k-30k,3-5年
,北京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018/5/22 20:09,海淀区,本科,"移动互联网,数据服务",[],全职,3589379,15k-30k,1-3年
"['望京', '大山子', '花家地']",北京,北京钱方银通科技有限公司,钱方好近,150-500人,2018/5/23 16:48,朝阳区,本科,金融,[],全职,3641811,20k-30k,3-5年
"['北苑', '来广营', '奥运村']",北京,北京五八到家信息技术有限公司,58到家,2000人以上,2018/5/22 19:16,朝阳区,本科,"O2O,生活服务",[],全职,4278354,20k-30k,3-5年
"['朝外', '朝外', '朝阳门', '工体', '朝阳门', '工体']",北京,观澜网络（杭州）有限公司,丁香园,500-2000人,2018/5/23 11:52,朝阳区,本科,"医疗健康,企业服务","['医疗健康', '数据挖掘', 'SPSS']",全职,3633604,10k-20k,3-5年
['建国门'],北京,北京方源房地产咨询服务有限公司,北京方源,500-2000人,2018/5/23 10:59,东城区,本科,其他,[],全职,4444746,8k-16k,3-5年
"['知春路', '学院路', '北航']",北京,北京掌众科技有限公司,掌众金服,500-2000人,2018/5/21 14:55,海淀区,本科,"移动互联网,金融","['机器人', '消费金融', '高级', '大数据', '数据挖掘']",全职,2885960,18k-25k,3-5年
"['八大处', '苹果园', '杨庄']",北京,随行付支付有限公司,随行付支付有限公司,500-2000人,2018/5/21 13:47,石景山区,本科,金融,"['支付', '大数据', '数据挖掘']",全职,4042512,20k-30k,3-5年
"['来广营', '望京']",北京,北京尚德在线教育科技有限公司,尚德机构,2000人以上,2018/5/7 18:05,朝阳区,本科,教育,[],全职,4531270,10k-20k,3-5年
"['上地', '西北旺', '马连洼']",北京,车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,2018/5/23 10:10,海淀区,本科,O2O,[],全职,3685973,15k-30k,3-5年
,北京,北京热云科技有限公司,热云数据,50-150人,2018/5/22 17:51,朝阳区,本科,"数据服务,移动互联网","['游戏', '广告营销', '数据挖掘', '大数据']",全职,4350588,15k-30k,1-3年
"['西北旺', '上地', '清河']",北京,北京小度信息科技有限公司,百度外卖,2000人以上,2018/5/22 10:36,海淀区,本科,"移动互联网,O2O","['本地生活', '数据挖掘', 'SPSS', 'sas']",全职,3737707,10k-20k,3-5年
,北京,京东金融,京东金融,2000人以上,2018/5/23 15:46,大兴区,本科,金融,"['金融', '数据挖掘']",全职,4505903,14k-27k,3-5年
"['西北旺', '马连洼', '上地']",北京,联想（北京）有限公司,联想集团,2000人以上,2018/5/23 10:03,海淀区,本科,"移动互联网,数据服务",[],全职,4607469,25k-50k,5-10年
"['上地', '清河', '小营']",北京,北京金山软件有限公司,金山办公软件,2000人以上,2018/5/22 17:12,海淀区,本科,移动互联网,[],全职,2048741,10k-20k,3-5年
,北京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018/5/22 20:11,海淀区,本科,"移动互联网,数据服务",[],全职,4187412,15k-30k,不限
"['百子湾', '南磨房']",北京,飞驰镁物（北京）信息服务有限公司,飞驰镁物,150-500人,2018/5/22 9:58,朝阳区,本科,"移动互联网,数据服务",[],全职,3466215,13k-20k,3-5年
['北下关'],北京,北京邦利德网络科技有限公司,邦利德,150-500人,2018/5/22 9:20,海淀区,本科,电子商务,"['物流', '数据挖掘', 'SPSS']",全职,4527911,9k-18k,1-3年
"['十里堡', '石佛营']",北京,河北乐聘网络科技有限公司,乐聘网络科技,150-500人,2018/5/23 12:15,朝阳区,本科,"移动互联网,广告营销",[],全职,4128455,15k-25k,1-3年
"['大望路', '华贸', '百子湾']",北京,北京新工场投资顾问有限公司,她理财,50-150人,2018/5/23 10:22,朝阳区,本科,"移动互联网,金融",[],全职,3803867,10k-20k,1-3年
