businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear
"['西溪', '文一路', '翠苑']",杭州,杭州登虹科技有限公司,登虹,150-500人,2018/5/22 9:08,西湖区,本科,移动互联网,[],全职,4137576,8k-16k,3-5年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/22 9:08,拱墅区,本科,"移动互联网,数据服务","['移动互联网', '数据挖掘', 'BI']",全职,4163649,25k-30k,3-5年
"['西湖', '古荡', '西溪']",杭州,杭州九言科技股份有限公司,in,150-500人,2018/5/21 9:36,西湖区,本科,"广告营销,移动互联网",[],全职,3068960,20k-35k,5-10年
"['翠苑', '文一路', '古墩路']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018/5/16 11:22,西湖区,本科,移动互联网,[],全职,4017275,10k-15k,1-3年
,杭州,浙江圣奥家具制造有限公司,圣奥集团,2000人以上,2018/5/23 7:55,江干区,不限,其他,[],全职,4026676,10k-15k,3-5年
['三墩'],杭州,杭州聚轮网络科技有限公司,聚轮网络（羚萌直播）,50-150人,2018/5/21 10:48,西湖区,大专,"移动互联网,电子商务",[],全职,4354611,15k-20k,1-3年
"['西溪', '古墩路', '西湖']",杭州,浙江投融界网络有限公司,投融界,500-2000人,2018/5/21 9:17,西湖区,本科,"金融,分类信息",[],全职,4484417,15k-20k,3-5年
,杭州,杭州米络科技有限公司,米络科技（KK直播）,150-500人,2018/5/14 16:42,拱墅区,大专,移动互联网,[],全职,4566652,6k-12k,1-3年
"['文一路', '西溪', '古荡', '文新']",杭州,杭州兑吧网络科技有限公司,兑吧,500-2000人,2018/5/23 14:42,西湖区,本科,移动互联网,[],全职,4439600,10K-20K,1-3年
['仓前'],杭州,杭州求是同创网络科技有限公司,求是同创,150-500人,2018/5/21 8:55,余杭区,硕士,"移动互联网,医疗健康",[],全职,4098488,15k-25k,3-5年
,杭州,杭州鑫合汇互联网金融服务有限公司,鑫合汇,500-2000人,2018/5/10 13:35,拱墅区,本科,金融,[],全职,4549678,8k-10k,1-3年
['仓前'],杭州,北京伊电园网络科技有限公司,小电,500-2000人,2018/5/22 17:53,余杭区,本科,"移动互联网,硬件","['电商', '本地生活', '高级', '电商运营', '数据运营']",全职,3748990,10k-20k,5-10年
,杭州,上海微闯科技有限公司,互联网金融导购平台,50-150人,2018/5/16 10:01,拱墅区,大专,"移动互联网,电子商务",[],全职,4399588,10k-15k,3-5年
"['江南', '近江']",杭州,杭州览众数据科技有限公司,览众数据,50-150人,2018/5/23 14:18,滨江区,本科,"电子商务,数据服务",[],实习,4210901,5k-8k,应届毕业生
"['西兴', '西兴', '长河', '长河']",杭州,杭州优行科技有限公司,曹操专车,500-2000人,2018/5/22 8:59,滨江区,硕士,"移动互联网,O2O",[],全职,3507542,10k-20k,3-5年
,杭州,浙江侨丰家居有限公司,侨丰,少于15人,2018/5/21 8:57,江干区,大专,电子商务,"['电商', '物流', '大数据', '运营']",全职,3659334,4k-5k,1-3年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 11:12,拱墅区,本科,"移动互联网,数据服务","['电商', 'BI', '数据挖掘', 'SQL', 'SPSS']",全职,3193728,15k-30k,3-5年
,杭州,杭州九言科技股份有限公司,in,150-500人,2018/5/21 9:36,西湖区,本科,"广告营销,移动互联网",[],全职,4520578,8k-15k,1-3年
,杭州,杭州卓领资产管理有限公司,杭州卓领,50-150人,2018/5/21 9:09,西湖区,大专,"移动互联网,金融","['金融', 'SPSS']",全职,4405382,5k-10k,3-5年
,杭州,杭州优行科技有限公司,曹操专车,500-2000人,2018/5/22 8:19,滨江区,本科,"移动互联网,O2O",[],全职,4604559,6k-10k,1-3年
,杭州,新光互联投资管理有限公司,新光互联,150-500人,2018/5/23 13:35,上城区,本科,"移动互联网,O2O",[],全职,4305341,15k-30k,3-5年
"['西湖', '古荡', '高新文教区']",杭州,浙江爱贷金融服务外包股份有限公司,爱贷网,50-150人,2018/5/22 8:46,西湖区,本科,金融,"['金融', '建模', 'SPSS', 'sas']",全职,4604587,10k-20k,1-3年
,杭州,杭州弧途科技有限公司,青团社,150-500人,2018/5/8 9:46,余杭区,本科,"移动互联网,招聘","['本地生活', '大数据', '数据挖掘', '数据监控']",全职,4155587,8k-16k,3-5年
['仓前'],杭州,北京伊电园网络科技有限公司,小电,500-2000人,2018/5/22 17:53,余杭区,大专,"移动互联网,硬件","['电商', '本地生活', '电商运营', '数据运营']",全职,3759443,10k-20k,5-10年
"['西溪', '古墩路', '古墩路']",杭州,上海依图信息技术有限公司,依图科技,150-500人,2018/5/23 12:52,西湖区,本科,数据服务,[],全职,4264098,10k-20k,不限
['江南'],杭州,信雅达系统工程股份有限公司,信雅达,2000人以上,2018/5/21 15:13,滨江区,硕士,"移动互联网,企业服务","['金融', '中级', '算法', '大数据', '数据挖掘']",全职,4273040,15k-30k,3-5年
['仓前'],杭州,杭州捕翼网络科技有限公司,开始吧,150-500人,2018/5/23 11:06,余杭区,本科,"移动互联网,金融",[],全职,3988269,10k-20k,3-5年
,杭州,杭州大搜车汽车服务有限公司,大搜车,2000人以上,2018/5/18 10:36,余杭区,本科,"移动互联网,O2O","['金融', '数据挖掘', 'SPSS', 'sas']",全职,2083560,12k-20k,3-5年
['仓前'],杭州,浙江去啊网络技术有限公司,飞猪,500-2000人,2018/5/22 13:46,余杭区,本科,"移动互联网,电子商务","['旅游', '数据挖掘', '建模', '大数据']",全职,4529031,20k-40k,3-5年
"['古荡', '西溪', '西湖']",杭州,浙江秀黛服饰有限公司,秀黛服饰,500-2000人,2018/5/16 15:16,西湖区,大专,其他、生活服务,[],全职,4580601,4k-6k,1-3年
"['长河', '江南']",杭州,广州博冠信息科技有限公司,网易游戏,2000人以上,2018/5/14 17:57,滨江区,本科,游戏,[],全职,3789982,10k-15k,1-3年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 9:34,拱墅区,本科,"移动互联网,数据服务","['移动互联网', '资深', 'BI', '商业']",全职,4262987,15k-25k,3-5年
,杭州,印孚瑟斯技术（中国）有限公司杭州分公司,印孚瑟斯,2000人以上,2018/5/9 16:37,滨江区,大专,企业服务,[],全职,4267787,3K-5K,1-3年
"['武林广场', '天水']",杭州,广东省电力线路器材厂有限公司,电力线,2000人以上,2018/5/22 14:25,下城区,大专,电子商务,[],全职,4422666,15k-30k,不限
"['文三路', '高新文教区', '西湖']",杭州,杭州导领科技有限公司,导领科技,15-50人,2018/5/21 15:56,西湖区,本科,"移动互联网,教育",[],全职,626355,3k-5k,不限
['长河'],杭州,浙江远传信息技术股份有限公司,远传技术,150-500人,2018/5/22 17:10,滨江区,大专,移动互联网,[],全职,4598590,5k-9k,不限
['文三路'],杭州,浙江链钱科技集团有限公司,链钱集团,500-2000人,2018/5/22 11:16,西湖区,本科,"移动互联网,金融",[],实习,4606210,5k-10k,不限
"['西湖', '古荡', '西溪', '文一路', '翠苑', '高新文教区']",杭州,杭州九言科技股份有限公司,in,150-500人,2018/5/21 9:36,西湖区,本科,"广告营销,移动互联网",[],全职,1670002,15k-25k,3-5年
,杭州,杭州双鲤科技有限公司,杭州双鲤科技有限公司,15-50人,2018/5/15 14:17,江干区,大专,"移动互联网,金融",[],全职,4463702,6k-12k,1-3年
"['长河', '长河']",杭州,网易（杭州）有限公司,网易,2000人以上,2018/5/22 17:30,滨江区,本科,"电子商务,移动互联网","['电商', '大数据']",全职,3245257,15k-30k,5-10年
['宁围'],杭州,上海安能聚创供应链管理有限公司,上海安能聚创供应链管理有限公司,2000人以上,2018/4/27 19:31,萧山区,大专,其他,"['物流', '品控', '仓储', '交通', '运输', '外企']",全职,4363368,5k-6k,不限
,杭州,杭州藤木网络科技有限公司,藤木网络,50-150人,2018/5/22 14:42,滨江区,本科,游戏,"['游戏', '数值', '用户研究']",全职,4020282,8k-15k,3-5年
['长河'],杭州,杭州瑞勤数据技术有限公司,瑞勤数据,15-50人,2018/5/21 10:12,滨江区,本科,"金融,数据服务",[],全职,3897953,7k-14k,1-3年
"['高新文教区', '古荡', '西湖']",杭州,杭州财米科技有限公司,挖财,500-2000人,2018/5/23 9:37,西湖区,本科,"移动互联网,金融",[],全职,4225333,1k-2k,不限
['仓前'],杭州,同盾科技有限公司,同盾科技,500-2000人,2018/5/21 15:54,余杭区,本科,"信息安全,数据服务",[],全职,3973887,10k-20k,3-5年
"['长河', '西兴']",杭州,杭州蒲公英数据科技有限公司,蒲公英数据科技,50-150人,2018/5/22 14:33,滨江区,本科,"金融,数据服务","['金融', '风控']",全职,4344275,15k-20k,3-5年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/17 10:29,拱墅区,本科,"移动互联网,数据服务",[],全职,3359082,13k-20k,1-3年
['仓前'],杭州,北京伊电园网络科技有限公司,小电,500-2000人,2018/5/11 10:54,余杭区,大专,"移动互联网,硬件","['电商', '本地生活', '高级', 'app']",全职,3750681,10k-15k,5-10年
['西溪'],杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018/5/21 10:16,余杭区,本科,金融,"['媒体', '广告营销', '运营', '用户研究']",全职,4469725,6k-12k,应届毕业生
,杭州,杭州有余网络技术有限公司,大鱼金服,少于15人,2018/5/17 16:04,滨江区,大专,"移动互联网,金融",[],全职,4472102,10k-15k,3-5年
"['黄龙', '西湖', '北山']",杭州,众安在线财产保险股份有限公司,众安保险,2000人以上,2018/4/28 16:42,西湖区,本科,金融,"['金融', '电商']",实习,2850663,4k-5k,应届毕业生
"['西兴', '长河']",杭州,微贷（杭州）金融信息服务有限公司,微贷网,2000人以上,2018/4/25 10:32,滨江区,本科,金融,"['借贷', '数据管理']",全职,4297842,7k-12k,3-5年
,杭州,杭州多麦电子商务股份有限公司,多麦,150-500人,2018/5/23 10:39,江干区,大专,"移动互联网,电子商务","['电商', '广告营销', '专员', '运营']",全职,4213476,3k-5k,1年以下
,杭州,杭州悠可化妆品有限公司,杭州悠可,500-2000人,2018/5/23 9:41,江干区,本科,电子商务,[],全职,4457423,5k-8k,1年以下
"['西湖大道', '小营']",杭州,杭州一桶金互联网金融服务有限公司,一桶金互联网金融,15-50人,2018/5/18 14:01,上城区,本科,"移动互联网,金融",[],全职,4593007,10k-15k,1-3年
['三墩'],杭州,亿阳集团股份有限公司,亿阳集团,2000人以上,2018/5/21 16:52,西湖区,大专,"金融,数据服务",[],全职,4361548,10k-15k,1-3年
,杭州,杭州许旺电子商务有限公司,51闪电购,50-150人,2018/5/23 15:57,滨江区,本科,"金融,移动互联网",[],全职,3342044,10k-20k,1-3年
,杭州,浙江天搜科技股份有限公司,浙江天搜科技股份有限公司,500-2000人,2018/5/23 10:39,江干区,大专,移动互联网,[],全职,4248126,4k-7k,1-3年
"['文三路', '古荡', '高新文教区']",杭州,浙江一片林网络科技有限公司,一片林网络,50-150人,2018/5/23 10:17,西湖区,本科,"移动互联网,电子商务",[],全职,4571386,4k-8k,不限
,杭州,北京小桔便利科技发展有限公司,Mobile GO,15-50人,2018/5/18 17:13,西湖区,大专,电子商务、移动互联网,"['金融', '大数据', '数据挖掘']",全职,4297926,3k-6k,不限
"['文三路', '古荡']",杭州,杭州壹仁电子商务有限公司,袋鼠,50-150人,2018/5/17 15:38,西湖区,大专,电子商务,[],全职,4404561,5k-8k,1-3年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/15 15:37,拱墅区,本科,"移动互联网,数据服务",[],全职,3195592,15k-25k,3-5年
['仓前'],杭州,阿里巴巴（中国）网络技术有限公司,阿里巴巴集团-中台,2000人以上,2018/5/17 9:46,余杭区,本科,"移动互联网,电子商务",[],全职,3204652,15k-30k,3-5年
"['西溪', '古墩路', '西湖']",杭州,杭州多准数据技术有限公司,多准大数据,50-150人,2018/5/11 13:37,西湖区,本科,"数据服务,广告营销","['电商', '淘宝', '天猫', '京东']",全职,4208140,4k-6k,不限
['长河'],杭州,杭州瑞勤数据技术有限公司,瑞勤数据,15-50人,2018/5/21 10:12,滨江区,本科,"金融,数据服务",[],全职,4332369,7k-14k,应届毕业生
"['小河', '和睦', '湖墅南路']",杭州,杭州迪火科技有限公司,二维火,500-2000人,2018/5/23 9:58,拱墅区,本科,"移动互联网 ,O2O",[],全职,1463363,10k-20k,1-3年
,杭州,杭州桃树科技有限公司,桃树数据,15-50人,2018/5/7 13:20,滨江区,硕士,数据服务,"['金融', '数据挖掘', '算法', 'R']",全职,4265340,10k-20k,不限
['仓前'],杭州,杭州十禾信息科技有限公司,十禾科技,150-500人,2018/5/21 12:21,余杭区,本科,电子商务,[],全职,4441939,10K-20K,3-5年
['古荡'],杭州,支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,2018/5/23 0:05,西湖区,本科,"金融,移动互联网",[],全职,3698324,25k-50k,不限
['古墩路'],杭州,深圳雅乐科技有限公司,深圳雅乐,50-150人,2018/5/21 15:39,西湖区,本科,"移动互联网,电子商务",[],全职,3850946,10k-20k,1-3年
,杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018/5/21 11:18,余杭区,本科,金融,"['媒体', '广告营销', '高级', '专员', '用户研究']",全职,4526053,10k-18k,应届毕业生
,杭州,杭州招财猫商务信息咨询有限公司,招财猫易贷,150-500人,2018/5/2 13:57,江干区,本科,金融,"['征信', '数据挖掘', 'SPSS']",全职,4323480,8k-12k,3-5年
['四季青'],杭州,杭州双鲤投资管理有限公司,鲁小姐理财,15-50人,2018/5/16 17:50,江干区,本科,金融,[],全职,4582573,6k-12k,1-3年
['长河'],杭州,杭州稻芒数据技术有限公司,稻芒数据,少于15人,2018/5/21 13:13,滨江区,本科,数据服务,"['房产服务', '大数据', '数据挖掘']",全职,4599941,4k-8k,1-3年
"['小河', '大关', '上塘']",杭州,杭州投融谱华互联网金融服务有限公司,投融谱华互联网金融,150-500人,2018/5/15 14:12,拱墅区,本科,金融,"['金融', 'SPSS']",全职,4003573,12k-20k,5-10年
,杭州,杭州大猷网络科技有限公司,大猷科技,15-50人,2018/5/22 23:29,拱墅区,硕士,"移动互联网,金融","['金融', '电商', 'growth hacking', '建模']",实习,4158470,2k-4k,应届毕业生
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 9:34,拱墅区,本科,"移动互联网,数据服务",[],全职,4262973,15k-30k,3-5年
"['小河', '和睦', '文一路']",杭州,杭州迪火科技有限公司,二维火,500-2000人,2018/5/9 15:25,拱墅区,硕士,"移动互联网 ,O2O","['旅游', '大数据', 'BI', '数据挖掘']",全职,4069705,18k-30k,1-3年
['西溪'],杭州,浙江森马电子商务有限公司,森马电商,500-2000人,2018/5/22 10:23,西湖区,本科,"移动互联网,电子商务","['电商', '业务运营', '大数据', '数据挖掘']",全职,2649198,10k-20k,3-5年
"['天水', '凤起路', '凤起路']",杭州,浙报数字文化集团股份有限公司,浙数文化,500-2000人,2018/5/21 11:36,下城区,硕士,"移动互联网,企业服务",[],全职,4390652,12k-18k,3-5年
"['翠苑', '文一路', '古墩路']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018/5/16 11:22,西湖区,不限,移动互联网,[],全职,3360283,10k-15k,不限
,杭州,银江研究院大数据研究所,银江研究院大数据研究所,500-2000人,2018/5/15 11:27,西湖区,本科,"移动互联网,数据服务","['医疗健康', '大数据', '数据挖掘']",全职,4124393,8k-16k,1-3年
"['西溪', '西溪', '西湖', '西湖', '古荡', '古荡']",杭州,杭州财米科技有限公司,挖财,500-2000人,2018/5/23 9:37,西湖区,本科,"移动互联网,金融",[],实习,3321318,3k-4k,不限
['西溪'],杭州,北京衣二三网络科技有限公司,衣二三,150-500人,2018/5/22 11:38,西湖区,本科,"移动互联网,电子商务",[],全职,4595921,6k-10k,1-3年
['三墩'],杭州,杭州米络科技有限公司,米络科技（KK直播）,150-500人,2018/4/24 22:41,拱墅区,大专,移动互联网,[],全职,4476600,10k-15k,应届毕业生
,杭州,杭州豪悦实业有限公司,杭州豪悦,150-500人,2018/5/23 9:33,拱墅区,本科,"电子商务,企业服务",[],全职,4578529,20k-40k,5-10年
['长河'],杭州,微点（杭州）网络科技有限公司,微点（杭州）网络科技有限公司,150-500人,2018/5/9 16:08,滨江区,大专,"移动互联网,电子商务",[],全职,4413201,8k-10k,1-3年
['长河'],杭州,佛山市宝诗龙精密五金有限公司,佛山市宝诗龙精密五金有限公司,500-2000人,2018/5/23 10:58,滨江区,本科,移动互联网,[],全职,4396504,10k-15k,1-3年
,杭州,杭州有朋网络技术有限公司,东家,150-500人,2018/5/22 9:53,西湖区,本科,移动互联网,[],全职,4414372,15k-30k,1-3年
['西兴'],杭州,微医集团（浙江）有限公司,微医集团,500-2000人,2018/5/21 10:22,萧山区,本科,"移动互联网,医疗健康",[],全职,1969418,8k-16k,3-5年
,杭州,杭州泰一指尚科技有限公司,泰一指尚,150-500人,2018/5/7 17:49,,大专,"移动互联网,硬件",[],全职,2481566,10k-20k,不限
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/8 15:06,拱墅区,本科,"移动互联网,数据服务",[],全职,4470713,15k-20k,3-5年
"['高新文教区', '古荡', '西湖']",杭州,杭州财米科技有限公司,挖财,500-2000人,2018/5/23 9:37,西湖区,本科,"移动互联网,金融",[],全职,3382837,3k-4k,不限
,杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018/5/21 11:18,余杭区,本科,金融,"['媒体', '广告营销', '资深', '运营', '用户研究']",全职,4592044,12k-20k,应届毕业生
['长河'],杭州,杭州瑞勤数据技术有限公司,瑞勤数据,15-50人,2018/5/21 10:12,滨江区,本科,"金融,数据服务",[],全职,4434624,8k-16k,不限
['西溪'],杭州,浙江核新同花顺网络信息股份有限公司,同花顺-移动互联网事业部,2000人以上,2018/5/14 8:30,余杭区,不限,"移动互联网,金融","['信息安全', '移动互联网', '大数据', 'BI', '数据挖掘']",全职,4087169,14k-28k,不限
"['四季青', '采荷']",杭州,杭州智玲无纺布机械设备有限公司,平安行,500-2000人,2018/5/7 18:07,江干区,本科,"移动互联网,电子商务",[],全职,1801913,15k-20k,3-5年
,杭州,杭州饭桃花科技有限公司,饭桃花,15-50人,2018/4/23 14:40,拱墅区,本科,"移动互联网,社交网络",[],全职,4465275,7k-14k,1-3年
,杭州,杭州满溢网络科技有限公司,来存吧,50-150人,2018/5/3 15:10,江干区,大专,"移动互联网,金融","['金融', '大数据', '数据挖掘', 'SPSS', 'sas']",全职,3467671,8k-15k,1-3年
"['东新路', '大关', '上塘']",杭州,杭州巴九灵文化创意股份有限公司,巴九灵,150-500人,2018/5/16 16:27,下城区,本科,"文化娱乐,移动互联网",[],实习,4122419,1k-2k,不限
"['西溪', '古墩路', '西湖']",杭州,杭州多准数据技术有限公司,多准大数据,50-150人,2018/5/18 10:22,西湖区,硕士,"数据服务,广告营销",[],全职,4406633,15k-30k,5-10年
['仓前'],杭州,爱财科技有限公司,爱财集团,500-2000人,2018/5/22 10:25,余杭区,本科,金融,[],全职,4504528,8k-15k,1-3年
['仓前'],杭州,杭州弧途科技有限公司,青团社,150-500人,2018/5/21 9:38,余杭区,大专,"移动互联网,招聘","['本地生活', '可视化', '商业', '大数据', '数据挖掘']",全职,4570933,10k-20k,不限
,杭州,杭州洋驼网络科技有限公司,海拍客,500-2000人,2018/5/23 9:29,西湖区,本科,电子商务,[],全职,3017970,5k-8k,1-3年
,杭州,浙江集商优选电子商务有限公司,云集,500-2000人,2018/4/25 13:16,滨江区,本科,"电子商务,移动互联网",[],全职,4449062,8K-15K,3-5年
,杭州,杭州览众数据科技有限公司,览众数据,50-150人,2018/5/23 14:18,滨江区,本科,"电子商务,数据服务",[],全职,4340816,2k-3k,应届毕业生
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/2 11:39,拱墅区,本科,"移动互联网,数据服务",[],全职,4210452,10k-20k,3-5年
,杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018/5/21 11:18,余杭区,本科,金融,"['金融', '媒体', '广告营销', '资深', '高级']",全职,4592102,15k-20k,应届毕业生
"['高新文教区', '古荡', '西湖']",杭州,杭州财米科技有限公司,挖财,500-2000人,2018/5/23 9:37,西湖区,本科,"移动互联网,金融",[],实习,1782499,2k-4k,不限
,杭州,厦门美图之家科技有限公司,美图公司,2000人以上,2018/5/22 18:25,西湖区,本科,"移动互联网,硬件","['电商', '高级', '专员', '运营', '数据挖掘']",全职,4467825,12k-20k,3-5年
['仓前'],杭州,成都睿码科技有限责任公司,Remark Holdings,150-500人,2018/5/14 15:43,余杭区,本科,"移动互联网,数据服务","['金融', '电商', '大数据', '数据挖掘']",全职,4385839,10k-20k,3-5年
,杭州,网易（杭州）有限公司,网易,2000人以上,2018/5/23 10:24,滨江区,本科,"电子商务,移动互联网","['游戏', '数据挖掘', '建模']",实习,4067189,3k-4k,1年以下
"['西溪', '西湖', '古荡']",杭州,口碑（杭州）信息技术有限公司,阿里口碑,2000人以上,2018/5/14 20:55,西湖区,本科,"移动互联网,O2O",[],全职,4404421,25k-50k,3-5年
['宁围'],杭州,上海安能聚创供应链管理有限公司,上海安能聚创供应链管理有限公司,2000人以上,2018/4/27 19:31,萧山区,本科,其他,"['物流', '初级', '物流专员', '绩效管理']",全职,4363373,5k-7k,不限
,杭州,广州博冠信息科技有限公司,网易游戏,2000人以上,2018/5/18 13:57,滨江区,本科,游戏,[],全职,4467902,15k-30k,3-5年
['仓前'],杭州,杭州深知科技有限公司,深知科技,15-50人,2018/5/17 10:15,余杭区,本科,数据服务,"['金融', '数据挖掘', 'SPSS']",全职,4000487,15k-20k,1-3年
"['西兴', '长河']",杭州,浙江众投彩文化产业有限公司,众投彩,50-150人,2018/5/9 16:09,滨江区,不限,"移动互联网,金融","['旅游', '直播', '彩票', '市场', '运营', '编辑']",全职,4544425,5k-6k,1-3年
"['翠苑', '文一路', '高新文教区']",杭州,北京广通信达软件股份有限公司杭州分公司,广通软件,150-500人,2018/5/22 11:07,西湖区,大专,"移动互联网,数据服务",[],全职,2835193,20k-40k,3-5年
"['江南', '近江']",杭州,北京搜房网络技术有限公司杭州分公司,搜房网,2000人以上,2018/5/21 10:24,滨江区,硕士,移动互联网,"['金融', '房产服务', '策略', '行业研究', '市场分析']",全职,3181379,6k-8k,应届毕业生
,杭州,国鼎文化科技产业发展股份有限公司,国鼎股份,150-500人,2018/5/22 9:27,上城区,大专,"电子商务,金融",['金融'],全职,4588440,5k-8k,1-3年
['仓前'],杭州,同盾科技有限公司,同盾科技,500-2000人,2018/5/21 15:54,余杭区,本科,"信息安全,数据服务",[],全职,4437441,10k-20k,1-3年
['西溪'],杭州,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,2000人以上,2018/5/21 10:16,余杭区,本科,金融,"['金融', '媒体', '广告营销', '用户研究']",全职,4523598,10k-20k,应届毕业生
['三墩'],杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/22 9:08,拱墅区,本科,"移动互联网,数据服务",[],全职,3193622,12k-18k,1-3年
"['西兴', '长河']",杭州,浙江众投彩文化产业有限公司,众投彩,50-150人,2018/5/9 16:03,滨江区,不限,"移动互联网,金融","['旅游', '直播', '媒体', '彩票', '运营']",全职,4544343,5k-6k,1-3年
"['天水', '建国路', '凤起路']",杭州,浙江日报报业集团,浙报集团,2000人以上,2018/5/22 14:44,下城区,本科,"移动互联网,文化娱乐",[],全职,2780066,8k-15k,1-3年
['三墩'],杭州,杭州护童科技有限公司,护童学习桌,500-2000人,2018/5/17 14:37,西湖区,大专,招聘,"['电商', '统计', 'SPSS']",全职,4443721,6k-8k,1-3年
"['古墩路', '文一路', '翠苑']",杭州,杭州火烧云科技有限公司,婚礼纪,150-500人,2018/5/23 9:52,西湖区,本科,"移动互联网,O2O","['电商', '数据挖掘', 'SPSS']",全职,4133932,7k-13k,1-3年
,杭州,杭州贝购科技有限公司,贝贝网,500-2000人,2018/5/14 10:47,江干区,本科,电子商务,"['云计算', '信息安全', '大数据', '数据挖掘', '数据开发']",全职,3625279,17k-26k,3-5年
['长河'],杭州,杭州宸帆电子商务有限责任公司,宸帆电商,500-2000人,2018/5/21 10:00,滨江区,大专,"电子商务,文化娱乐",[],全职,4372332,15k-30k,3-5年
['西兴'],杭州,微医集团（浙江）有限公司,微医集团,500-2000人,2018/5/21 10:22,萧山区,本科,"移动互联网,医疗健康",[],全职,3494887,8k-15k,1-3年
,杭州,支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,2018/5/18 7:21,西湖区,硕士,"金融,移动互联网",[],实习,4281121,8k-12k,应届毕业生
['仓前'],杭州,爱财科技有限公司,爱财集团,500-2000人,2018/5/22 10:25,余杭区,本科,金融,"['移动互联网', 'BI', '专员', '业务运营', '大数据']",全职,4504490,8k-15k,1-3年
['西溪'],杭州,杭州信牛网络科技有限公司,信用管家,150-500人,2018/5/23 10:22,西湖区,本科,"移动互联网,金融","['金融', '业务运营', '大数据']",全职,4535923,15k-20k,3-5年
['长河'],杭州,网易（杭州）有限公司,网易,2000人以上,2018/4/26 14:53,滨江区,本科,"电子商务,移动互联网",[],全职,4487542,10k-20k,应届毕业生
['西溪'],杭州,浙江禾连网络科技有限公司,禾连健康,150-500人,2018/5/2 11:27,西湖区,本科,"移动互联网,医疗健康",[],全职,4115291,12k-22k,1-3年
"['建设一路', '建设二路', '市心北路']",杭州,杭州泛嘉科技有限公司,泛嘉国际,50-150人,2018/5/4 14:17,萧山区,本科,移动互联网,[],全职,4519686,10k-15k,3-5年
['三墩'],杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 11:12,拱墅区,本科,"移动互联网,数据服务",[],全职,2870403,10K-15K,1-3年
,杭州,杭州贝购科技有限公司,贝贝网,500-2000人,2018/5/14 10:47,江干区,本科,电子商务,[],全职,3774277,20k-40k,1-3年
['仓前'],杭州,爱财科技有限公司,爱财集团,500-2000人,2018/5/22 10:28,余杭区,本科,金融,"['移动互联网', '数据挖掘', '大数据']",全职,4598568,15k-20k,3-5年
,杭州,北京小桔便利科技发展有限公司,Mobile GO,15-50人,2018/5/21 10:00,西湖区,本科,电子商务、移动互联网,[],全职,4127770,10k-20k,3-5年
['三墩'],杭州,杭州米络科技有限公司,米络科技（KK直播）,150-500人,2018/4/26 10:23,拱墅区,本科,移动互联网,[],全职,4123859,8k-12k,1-3年
['仓前'],杭州,杭州橙鹰数据技术有限公司,橙鹰,150-500人,2018/5/14 15:05,余杭区,本科,数据服务,[],全职,4465940,20k-35k,5-10年
"['西溪', '文一路', '翠苑']",杭州,梦启（北京）科技有限公司,梦启科技,50-150人,2018/5/9 17:36,西湖区,本科,"移动互联网,游戏","['游戏', '应届生', '用户研究']",全职,4534272,4k-5k,不限
,杭州,杭州声讯网络科技有限公司,声讯网络,150-500人,2018/5/22 19:11,余杭区,本科,"移动互联网,企业服务",[],全职,4536308,20k-40k,3-5年
"['江南', '近江']",杭州,杭州安恒信息技术有限公司,安恒信息,500-2000人,2018/5/21 10:35,滨江区,本科,"信息安全 ,数据服务","['信息安全', '数据挖掘']",全职,4239285,18k-25k,3-5年
['仓前'],杭州,杭州盘羊科技有限公司,盘羊科技,15-50人,2018/5/21 11:54,余杭区,大专,"电子商务,医疗健康",[],全职,3595524,4k-8k,不限
"['开发区', '浦沿']",杭州,杭州医惠科技有限公司,医惠科技,500-2000人,2018/5/23 12:00,滨江区,本科,"医疗健康,数据服务",[],全职,4305977,8k-16k,1-3年
