businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear,description
['大竹林'],重庆,重庆道微投资管理有限公司,重庆道微投资,15-50人,2018-05-16 10:38:46,渝北区,本科,金融,"['金融', '证券', '量化', '基金']",全职,3506696,4k-6k,不限,"职位描述：

职位描述：
1.投资数据收集整理
2.投资文档整理
3.辅助交易模型分析和评估，可行性分析；
4.财务报表分析

职位要求：
1、二本以上学历，经济，数学，金融，财会相关专业优先，应届生，实习生亦可；
2、对财务，交易，期货，股票，外汇等金融基础知识有了解的优先；
3、踏实，有责任心，有强烈的自我驱动力和学习的意愿，愿意在金融数据分析领域追求长期事业发展；
4、英语四级及以上，会编程的优先。"
['花溪'],重庆,重庆众行汽车租赁有限公司,众行汽车,150-500人,2018-05-15 14:09:42,巴南区,大专,"其他,企业服务",[],全职,4473646,6k-12k,1-3年,"职位描述：

岗位职责1、 能够利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2、 对海量数据进行挖掘，发现其潜在关系，为公司运营和产品策略提供数据支持及建议；
3、对车辆的布放信息和车辆运动信息进行数据分析，将结果作用到核心业务系统，实现资源的优化调配；4、 配合业务部门的项目给予数据支持，跟踪分析网站日、周、月数据，定期提供分析报表，建立监控指标体系，监控数据异常波动 ；5、 将提炼出有价值的数据，通过展现工具进行展现。
岗位要求 1、 具备大数据的处理能力，掌握SQL、Hive等相关数据提取工具，熟练操作Excel、SAS/SPSS等工具； 2、 良好的数据敏感度,能从海量数据提炼核心结果；
3、 有丰富的数据分析、挖掘、清洗和建模的经验； 4、 具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验 ；5、 数学、统计、计算机等相关专业优先 ；6、 良好的计划和执行能力、协调能力和人际沟通能力；7、 积极主动，具备团队意识，具有高度的责任心，能够承受较强的工作压力。"
,重庆,重庆猪八戒网络有限公司,猪八戒网,2000人以上,2018-05-16 14:00:43,渝北区,本科,"企业服务,硬件",[],全职,4579557,8k-16k,3-5年,"职位描述：

工作职责:1. 能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2. 对海量数据进行挖掘，发现其潜在关系，为公司运营和产品策略提供数据支持及建议3. 配合业务部门的项目给予数据支持，跟踪分析网站日、周、月数据，定期提供分析报表，建立监控指标体系，监控数据异常波动4. 通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解客户 任职资格: 1. 具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具；2. 良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验3. 具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验4. 数学、统计、计算机等相关专业优先5. 具备良好的抗压能力、沟通能力、逻辑思维能力"
['南坪'],重庆,重庆时报社,重庆时报,2000人以上,2018-05-03 15:10:25,南岸区,本科,文化娱乐,[],全职,4086653,8k-15k,1-3年,"职位描述：

1、基于文本的自然语言处理，优化并提升算法准确度；
2、分析日常数据，对数据进行清洗与处理，提升数据质量；
3、数据挖掘，发现数据有价值的联系；
4、推荐系统的搭建，优化推荐算法，实现准确推荐。

岗位要求：
1、计算机、数学、统计相关专业，从事问题建模, 有前沿算法研究应用经历, 根据实际问题设计并改进算法框架, 优化算法模型；
2、有机器学习, 深度学习, 自然语言处理,推荐系统算法相关项目经验；
3、对数据分析和清洗，进行数据挖掘和特征工程构建, 特征重要性评估有敏锐的洞察力；
4、熟悉主流分布式框架者优先, 如 Hadoop/MR, Spark, Strom等流处理技术；
5、有自己擅长的算法领域, 对协同过滤, 关联分析, 聚类分析, 决策分类等至少有一项擅长。"
,重庆,重庆猪八戒网络有限公司,猪八戒网,2000人以上,2018-05-07 13:58:42,渝北区,本科,"企业服务,硬件",[],全职,4528131,6k-10k,1-3年,"职位描述：

工作职责:1. 能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2. 对海量数据进行挖掘，发现其潜在关系，为公司运营和产品策略提供数据支持及建议；3. 配合业务部门的项目给予数据支持，跟踪分析网站日、周、月数据，定期提供分析报表，建立监控指标体系，监控数据异常波动 ；4. 将提炼出有价值的数据，通过展现工具进行展现。任职资格:1. 具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具； 2. 良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验； 3. 具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验 ；4. 数学、统计、计算机等相关专业优先 ；5. 良好的计划和执行能力、协调能力和人际沟通能力；6、 积极主动，具备团队意识，具有高度的责任心，能够承受较强的工作压力。"
['大竹林'],重庆,重庆猪八戒网络有限公司,猪八戒网,2000人以上,2018-04-24 16:36:09,渝北区,本科,"企业服务,硬件","['金融', '大数据', '数据挖掘', 'SQL']",全职,4367648,10k-20k,3-5年,"职位描述：

岗位职责：
1. 业务数据报表设计、开发及日常维护 ；2. 对现有数据分析平台进行功能维护、性能优化和系统升级；3. 及时响应数据统计分析需求，并根据数据分析结果提出业务策略建议 ；4. 结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘。
任职要求：
1. 本科或以上学历，计算机、统计、数学等相关专业毕业；2. 熟练使用SQL和R软件，熟练使用MySQL/PosgreSQL/Oracle中至少一种数据库；4. 熟悉Hadoop、spark/storm或在MPI并行环境有应用实践经验；5. 充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；6. 优秀的分析问题和解决问题的能力，能够把合理的思路成功应用于实践；7. 表达能力强，具备优秀的快速学习能力、沟通协调能力及团队精神；8. 有较强的责任心和学习积极性。"
"['中山广场', '人民路']",大连,天健厚德网络科技（大连）有限公司,天健厚德,15-50人,2018-05-10 10:47:31,中山区,本科,"移动互联网,电子商务",[],全职,4548194,6k-10k,1-3年,"职位描述：

岗位职责：
1.对全面运营数据进行汇集、清洗与深度挖掘分析，撰写课题数据分析报告；
2.参与建设核心业务数控模型算法建立及其优化迭代。为运营，采购，客服等职能部门提供各项数据支持；
3.配合北京技术团队进行相应的技术研发。

岗位要求：
1.计算机或相关专业本科及以上学历，不低于两年的开发经验；
2.热爱编程，熟悉Python和相关的数据分析和清理模块，如pandas、numpy、matplotlib等，对代码质量有高追求；
3.熟悉Djang框架，具备开发经验；
4.熟悉MySQL，能够熟练使用sql语句。

工作时间：早8:30-晚5:30  双休
法定假日  转正后五险"
"['迎客路', '机场', '虹港路']",大连,大连精灵网络科技有限公司,精灵网络,15-50人,2018-05-21 09:36:33,甘井子区,本科,"移动互联网,电子商务",[],全职,4539709,2k-4k,不限,"职位描述：

工作职责
1、负责收集、整理行业数据，整合多渠道的业务数据，并做好相关数据的记录工作。
2、结合行业数据特点搭建分析模型，跟踪数据走势变化并输出可行性分析结论。
3、协助编写市场分析报告和相关数据报告。
4、为其他部门提供数据分析支持、报表分析支持、报表模型等。

职位要求
1、统招本科以上学历，统计学、经济学、数学等相关专业优先，拥有煤炭及其他大宗商品行业工作经验优先。
2、具备较强的沟通、逻辑思维能力。
3、具有较强的数据分析能力和数据敏感度，精通Excel软件，熟练应用函数及相关统计分析工具。了解SQL数据库及相关应用。
4、具有较强团队合作精神和组织、协调能力，有较强的责任心，能在压力下保证工作效率。"
"['星海湾', '星海广场', '连山街']",大连,大连软银安通信息技术有限公司,软银安通,15-50人,2018-05-10 11:02:05,沙河口区,大专,"移动互联网,金融",[],全职,3907052,2k-3k,1年以下,"职位描述：

实习生一名，17年毕业上一名
岗位职责：
1、负责业务流程中客户产品数据需求的沟通、收集、整理。
2、协助项目运营实施中咨询与服务，与技术人员配合与协调。
任职资格：
1. 专科以上学历，熟悉基本excel基础公式。2. 具备较强的学习能力、良好的沟通能力、组织协调能力及团队协作能力；3. 有较好的逻辑能力和对新知识的接受和学习能力，具有较强的抗压能力、良好的适应性；"
"['重工', '启工', '重工', '启工']",沈阳,国信优易数据有限公司,国信优易,500-2000人,2018-05-21 10:03:36,铁西区,大专,数据服务,[],全职,3781914,10k-15k,应届毕业生,"职位描述：

岗位职责：
1. 负责数据内容、数据质量等分析工作，并形成相关数据报告；
2. 参与数据管理工作，负责数据模型设计与搭建；
3. 在数据分析基础上，独立制定数据清洗与标准化方案；
4. 参与设计数据分析相关系统工具；
5. 发表学术论文或专利，致力于科研成果转换。
任职要求：
1. 相关专业硕士研究生以上学历；
2. 3年以上的行业数据分析及建模经验，计算机、统计、经济、数学等相关专业；
3. 熟练使用Python、R等数据处理和分析工具，以及基本的数据挖掘、机器学习和自然语言处理等算法；
4. 优秀的数据和行业敏感度，能够独立开展数据产品设计工作；
5. 有良好的沟通能力和团队协作能力。"
,上海,上海中通吉网络技术有限公司,中通快递,2000人以上,2018-05-23 14:20:00,青浦区,大专,电子商务,[],全职,4196282,15k-30k,5-10年,"职位描述：

岗位职责：
1、通过数据分析支持产品改进及新模式的探索； 
2、构建业务数据分析体系，帮助确定各项业务数据指标； 
3、分析快递营运的过程模型，分析快递业务中存在的问题，提出改进的建议和措施，并督产品和运营促落地执行； 
4、参与构建快递场景中货、车、人、场的数据模型，搭建快递数据分析框架；
5、通过分析，优化快递运营网络，提高运营效率，降低运营成本提供重要的依据。

岗位要求：
1、本科及以上学历，统计学、应用数学、计算机等相关专业； 
2、熟练掌握多种统计和挖掘方法，熟练使用Python、R等语言；
3、较强的数据敏感度，逻辑分析能力和文档写作能力； 
4、有责任心，良好的沟通能力和组织管理能力以及心理承受能力，勇于接受挑战； 
5、有快递行业相关经验优先。"
,上海,上海维信荟智金融科技有限公司,维信金融科技集团,2000人以上,2018-05-23 11:03:41,虹口区,本科,金融,[],全职,4613519,10k-13k,1-3年,"职位描述：

工作职责:1.配合产品经理，对产品各阶段数据进行分析，提高产品的转化率；2.配合产品和推广，对日常产品数据进行提取和分析整理 ，产出数据分析报告，提高产品运营效率；3.监控前端、中端和后端各类业务指标变化；通过历史数据整理及分析，提出产品和推广策略改进建议；4.上级交办的其他事宜。任职资格:1.较强的逻辑判断，严谨的分析态度；2.具备敏锐的业务洞察力和数据分析技能，具备较强的分析能力及产品思维能力；3.自发、主动、注重细节，精益求精，积极向上；4.本科及以上学历，数学或计算机相关专业；5.有2年及以上数据分析工作经验。"
,上海,上海高度信息科技有限公司,嗨住,50-150人,2018-05-22 18:08:37,静安区,本科,"O2O,生活服务",[],全职,4610963,12k-18k,1-3年,"职位描述：

岗位职责: 
1、负责公司数据展示平台的开发建设；
2、提供业务部门的统计报表数据支持。

任职要求: 
1、本科及以上学历，计算机、数理统计等相关专业；
2、三年左右数据开发相关经验；
3、熟悉SQL编程及性能调优；
4、至少熟悉一种主流的脚本开发语言；
5、对数据的抽取转换有一定了解；
6、具有良好的逻辑分析及沟通能力；
7、处理过大数据量表的经验者优先。"
"['张江', '花木', '北蔡']",上海,上海我图网络科技有限公司,韩创科技,150-500人,2018-05-23 09:36:31,浦东新区,不限,"移动互联网,文化娱乐",[],全职,4192251,8k-16k,3-5年,"职位描述：

职位描述：
岗位职责：
1、根据数据提炼关键性指标，根据指标表现提出对业务指导性建议；
2、根据业务需求搭建数据分析模型，推动日常数据建设，持续进行优化和提升；
3、负责针对不同专项课题进行分析和研究，产出分析报告和策略；
4、建立数据监控流程，并对触发事件进行监控追踪；
5、推进业务相关系统的改进和优化。
岗位要求：
1、计算机、统计、信息、数学相关专业本科及以上学历；
2、熟悉一种或几种数据处理或者分析工具：SQL, Excel, Python等；"
,上海,上海游族信息技术有限公司,游族网络,500-2000人,2018-05-23 10:15:09,徐汇区,不限,"移动互联网,游戏",[],全职,4466315,13k-20k,3-5年,"职位描述：

        岗位职责:

工作职责：1、了解公司业务，建设数据指标埋点及评价体系，输出数据报告，并对异常波动进行分析；2、对接业务部门，提供数据统计、分析支持，提出数据建议；3、分析用户内容消费及行为路径偏好，探索用户行为模式，进行用户生命周期分析；4、对产品改动、运营策略和市场活动产生的影响进行深入的专题分析，并从中挖掘出可落地的insights；
任职资格:

1、3年以上相关经验，统计、数学、计算机、经济、金融相关专业；2、良好的分析能力和逻辑思维，具备条理性、数据敏感性；3、工作严谨，责任心强，执行力高，有团队意识；4、掌握python等一门脚本语言加分项。"
"['洋泾', '陆家嘴', '源深体育中心']",上海,上海淇毓信息科技有限公司,奇虎360金融,500-2000人,2018-05-23 09:53:35,浦东新区,本科,"移动互联网,金融",[],全职,3942351,20k-40k,3-5年,"职位描述：

工作职责：
1.与各业务部门沟通，支撑风险、客服、反欺诈等各业务部门的数据分析需求；
2.探索利用互联网行为数据、多种建模方法构建互联网信贷的风险模型/营销模型；
3.设计模型的线上线下实验方案，并迭代优化模型效果；
任职要求：
1.有3-5年数据相关工作的经验，互联网金融行业相关工作经验优先；
2.对Linux/Shell有基本了解，能熟练使用SQL；
3.至少掌握 Python/R/SAS 中一项数据挖掘工具；
4.对 Hadoop/Spark 有基本的了解；
5.具备良好的沟通，团队协作能力；
6.参加过机器学习与数据挖掘相关竞赛（Kaggle, KDD Cup等）优先；"
"['外滩', '东外滩', '周家嘴路']",上海,上海前隆信息科技有限公司,前隆科技,500-2000人,2018-05-23 09:55:09,虹口区,本科,金融,[],全职,3650471,15k-25k,1-3年,"职位描述：

职责描述：
1. 响应业务部门的数据分析、BI报表和数据提取需求，保证准确性、全面性和时效性；
2. 定期追踪业绩及其他关键业务指标情况，通过数据分析，洞察业务动作，引领业务变化，提供决策基础；
3. 配合公司项目需求，制定数据分析测试方案，追踪项目进度，及时提交分析报告；
4. 负责部分ETL工作，并定期将整理好后的数据部署到应用层；
5. 协助团队成员利用海量数据定制模型，用于用户画像、精准营销、风险评分、催收策略制定等；
6. 协助完成定期报告的数据提取、整理汇总、PPT制作；
7. 领导交办的其他工作。
 
任职要求：
1. 全日制本科及以上学历，计算机、数学、统计、金融等相关专业；
2. 有互联网金融、银行零售信贷、信用卡、消费金融或数据与征信行业背景；
3. 熟练使用SQL, R, Tableau, Excel, Python等工具；
4. 具备市场、运营、政策、贷后等其中几个领域的数据分析或挖掘经验优先；
5. 熟悉埋点优化、具备拆解梳理业务流程的能力，有行为数据分析经验优先；
6. 熟悉聚类分析、主成份分析（PCA）, K-Means, KNN等分析方法，了解相关算法原理；
7. 同等条件下，有完整的建模项目实践经验优先，熟悉SAS和Spark MLlib者优先；
8. 良好的沟通协调能力、自我学习能力和抗压能力。"
"['打浦桥', '斜土路', '五里桥']",上海,上海厚本金融信息服务有限公司,厚本金融,2000人以上,2018-05-23 09:09:14,黄浦区,本科,金融,['金融'],全职,4130405,7k-9k,1-3年,"职位描述：

岗位职责：
1、搭建和完善业务报表体系，优化报表展示，提升各类报自动化程度；
2、撰写月度、季度、年度经营分析报告，给予机构合理化建议；
3、建立机构端数据预警体系，及时发现机构运营所存在的人员管理和业务管理问题；
4、搭建标准化业务模型，制定机构全年的业务目标，持续监控达成；
5、愿意持续积累和提升，学习了解业务并运用数据分析工具，加强对业务分析的深度和广度；  

任职资格：
1、全日制本科及以上学历，金融、数学、统计学等相关专业优先；
2、一年以上银行、保险、信贷等金融行业销售管理类从业经验，有销售数据分析经验优先；
3、精通 EXCEL&PPT，熟练使用SQL数据库软件，能独立开展数据分析工作；
4、思路清晰，责任心强，具备良好的沟通协调能力，团队协作和敬业精神。"
"['海宁路', '四川北路']",上海,上海朋数信息科技有限公司,朋数,150-500人,2018-05-23 10:22:17,虹口区,大专,移动互联网,[],全职,4314264,5k-7k,不限,"职位描述：

任职要求：
1.有一定数据分析经验以及良好的思维逻辑能力，熟练EXECL,了解Mysql优先；2. 对信贷贷后业务有一定了解岗位职责：1. 负责日常工作数据的整理以及发送；2. 完善数据分析流程并对业务团队提供数据支持；3. 业务团队日常的数据处理"
,上海,上海基分文化传播有限公司,趣头条,500-2000人,2018-05-23 09:53:53,浦东新区,本科,移动互联网,[],全职,4432464,20k-40k,5-10年,"职位描述：

岗位职责： 1 与业务方沟通相关需求，并独立承担基础数据处理、报表开发、数据调研分析等数据工作； 2 进行商业数据分析、理顺业务数据链路和指标框架、发展期的业务数据分析等，深入专题分析，为公司互联网业务的运营决策 提供数据支持； 3 对日常运营数据监控和分析， 数据清洗与处理，数据报表的维护和搭建；  
岗位要求： 1 本科或硕士以上学历，计算机、统计、数学相关专业 2 熟悉SQL/数据库/hive，精通R/python进行数据分析 3 了解Tableau等BI工具 4 有较好的团队精神、沟通能力，工作细致认真 5 相关工作经验4年以上, 了解互联网业务数据 或在互联网公司工作过优先"
['北蔡'],上海,两鲜商贸（上海）有限公司,两鲜,150-500人,2018-05-23 09:22:18,浦东新区,本科,电子商务,[],全职,1434794,15k-20k,3-5年,"职位描述：

岗位职责：
-分析各类用户不断变化的购买和浏览行为；
- 预测各类营销对用户的影响，定位精准市场投放；
-帮助实现自动化监控平台。

任职资格：
-本科及以上学历，统计、应用数学、计算机、数据挖掘相关专业；
-熟悉常用的数据挖掘分析工具，例如SQL、R、Python等。
-有机器学习经验，熟悉分类、回归、聚类算法，Kaggle参赛者优先；
-细心、有责任心以及get-shit-done attitude。"
"['天山路', '遵义路', '虹桥']",上海,工匠广告传播（上海）有限公司,NORMCORE,15-50人,2018-05-23 10:38:42,长宁区,本科,"移动互联网,广告营销","['媒体', '社交', '广告营销', '运营', '策划']",全职,4289668,5k-8k,1-3年,"职位描述：

工作职责：
1.    消费者洞察：结合需求为项目前期方案提供策略上的数据支持，包括并不限于商业数据、消费者反馈、消费者舆情、竞品研究等；
2.    消费者媒体行为分析：研究客户/品牌/IP的消费者的触媒习惯，策略性的提出媒介组合方案建议；
3.    监测部署：根据客户及活动需求制定监测方案并与技术部沟通完成监测代码部署；
4.    日常活动效果监测与分析：负责日常广告投放数据分析，投放策略优化与支持，并制定相应分析报告；
5.    数据结案报告：根据活动产出的数据结果制定数据可视化的结案报告，提供具有针对性的分析及提炼建设性见解；
6.    CRM：了解并熟悉CRM体系，制定相关CRM方案；
7.    不定期收集整理行业/品类/单品等数据报告；
8.    协助上司完成其他代办事项。
 
职位要求：
1． 本科及以上学历，专业不限；
2． 1-2年广告行业工作经历，应届生亦可；
3． 了解并熟悉互联网环境，熟练使用社交媒体；
4． 良好数据分析能力，熟练使用EXCEL、PPT和GA，对数据波动有较强敏感度，并能够完成具体指定的数据统计分析工作；
5． 做事细心，积极主动，学习能力强，有一定的沟通能力和团队协调能力。"
,上海,上海拍拍贷金融信息服务有限公司,拍拍贷,2000人以上,2018-05-22 17:27:41,浦东新区,不限,金融,[],全职,4204757,8k-15k,应届毕业生,"职位描述：

挑战与诱惑：
1.直接接触庞大的一线数据，成为报表体系小能手；
2.深入业务，提供重要的潜在机会，成为业务策略的核心动力。
我们需要： 
1.催收业务日常运营数据监控和分析，及时发现相关问题和挖掘潜在机会；
2.根据催收业务要求，完成深入的专项业务数据分析并形成分析报告；
3.完善报表体系，负责数据的收集、清洗整理、制作和维护业务和运营报表。
我们欢迎： 
1.本科及以上学历，理工科专业（统计、数学、计算机专业）优先；
2.熟练SQL、python、Excel、PPT等办公软件；
3.有较强的逻辑分析能力和数据敏感度，具备良好的沟通能力、学习能力和团队协作精神，认真负责，能承受一定的工作压力。"
,上海,德佑房地产经纪有限公司,上海链家运营管理中心,2000人以上,2018-05-21 17:29:01,静安区,本科,"移动互联网,O2O",[],全职,4570989,9k-15k,1-3年,"职位描述：

岗位职责：
1.能够基于数据分析得到有价值的信息，为业务发展提供策略和建议；
2.定期追踪业绩及其他关键业务指标情况，洞察到业务动作，提供决策基础；
3.配合公司营运项目需求，及时提交分析报告；
4.协助各业务部门完成数据整理、分析与利用，及时提供支持方面的工作；
任职要求：
1.大学本科以上学历，理工类或经管类专业背景
2.从事互联网或数据化运营工作1年以上
3.数据敏感度高，清楚理解业务中的数据逻辑
4.良好的数据敏感度与逻辑分析能力，能进行深度的数据信息汇总分析，提炼出有利于公司营运决策的信息
5.熟练掌握SQL、R、Python等数据分析技能
6.能熟练使用PPT作为辅助工具表达观点"
"['虹桥', '天山路', '新华路']",上海,上海麦图信息科技有限公司,麦图科技,15-50人,2018-05-21 15:03:16,长宁区,本科,数据服务,[],全职,1429188,10k-15k,不限,"职位描述：

职位描述：
1.深入了解业务，运用多种数据源的进行组合分析、挖掘、深度分析和建模，为业务决策提供有效参考意见
2.根据业务场景，设计数据产品，参与各种核心搜索策略、算法、数据聚类、重组的设计与开发，建立系统化的分析决策流程
3.具体涉及运营、销售、产品、制度等环节所需数据的挖掘、整理与分析
职位要求：
1.统计学、数学、计算机科学、数量经济或相关专业全日制本科及以上学历（接受实习生），有较强的数学功底和数据挖掘功底；具备数据分析、统计建模能力，熟悉 SPSS/SAS/R等工具和数据挖掘的常用算法，具有独立撰写分析报告的能力；有数据分析、挖掘、清洗和建模的经验优先 2.了解数据库的使用，熟悉SQL Server/ORACLE/MYSQL/等主流数据库；能熟练撰写SQL脚本提取所需数据3.对于数据分析工作有热情，逻辑性强，学习能力强，工作踏实，认真细致 
4.有大数据领域的工作经验，有分布式相关项目开发经验者优先5.良好的数据敏感度,能从海量数据提炼核心结果；有零售业、互联网、电子商务、金融业的大规模数据处理经验优
6.能接受中长期出差"
,上海,上海游族信息技术有限公司,游族网络,500-2000人,2018-05-23 10:15:11,徐汇区,不限,"移动互联网,游戏",[],全职,2798853,9k-18k,1-3年,"职位描述：

岗位职责:岗位职责：1、构建并完善游戏项目运营数据分析体系，并负责日常游戏相关业务的数据整理、统计、分析，撰写和汇总分析报告；2、针对游戏项目进行专项数据分析，包括并不限于用户价值、流失、游戏生态、活动版本效果、用户画像分析等，为运营决策、产品方向、销售策略提供数据支持3、研究游戏的用户精细化运营，如用户画像的应用等4、对产品、运营、市场提供数据分析支持；5. 沉淀分析思路与框架， 提炼数据产品需求，数据技术与开发团队协作进行数据建模工作，推动完善游戏精细化运营数据分析体系；完成理念、技能储备，工具培训。
任职资格:任职要求：1、2年以上工作经验，至少1年以上从事游戏数据分析工作，对数据分析感兴趣，2、拥有手游完整项目数据分析经验，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目2、具备良好的逻辑思考和分析能力，对数据敏感，熟悉数据收集，数据分析，数据建模和数据挖掘方法3、熟悉数据处理，服务器构架模式，mysql数据库，对SQL操作熟练，精通数据分析、掌握数据挖掘基本原理和主要算法（决策树、聚类、关联规则、回归分析等）；4、熟练操作办公软件，熟练掌握Excel、SQL及至少一种分析软件（SPSS、SAS、R等）5、具有良好的团队协作能力、语言表达能力;6、有游戏项目数据模型建立和运营经验、精细化数据运营经验、产品完整周期的数据分析规划经验优先"
,上海,上海盛付通电子支付服务有限公司,盛付通,150-500人,2018-05-23 10:22:34,浦东新区,本科,"移动互联网,金融",[],全职,4477756,8k-16k,1年以下,"职位描述：

        岗位职责:

1.针对公司金融产品建立指标体系的定义和构建；2. 互联网金融相关业务数据分析，重点实验分析；3.支持数据提取及分析需求，评价数据质量，开发数据特征。
任职资格:

1. 计算机、数学、统计学相关专业本科以上学历，1年以上互联网金融数据分析经验；2. 熟练使用SQL、Excel等工具；3. 具有大规模数据处理经验者优先考虑；4. 了解常用的数据挖掘、机器学习方法；5. 学习能力强，数据敏感度高。"
,上海,上海钧正网络科技有限公司,哈罗单车,2000人以上,2018-05-21 11:34:57,闵行区,本科,"移动互联网,硬件",[],全职,4296796,15k-25k,3-5年,"职位描述：

数据分析： 
工做内容：
1、构建并完善行业数据信息的框架，建立行业数据库，跟踪预测行业发展态势，撰写专题和研究报告；
2、建立与完善数据分析体系，制定数据统计规范，并实施落实；
3、负责行业、公司内部数据的分析工作，挖掘数据分析需求，制定并实施分析方案，根据数据分析结果为企业的战略发展提供策略建议；
4、发现并指出数据异常情况，提出预警和建议，为公司领导及时决策提供保障和参考；
5、完成部门交办的其他工作事宜。
6、收集工作中的问题反馈和需求，提出优化和改善方案。
任职要求：
1、本科（含）以上学历，数学、统计学、金融、经济学等相关专业；
2、熟练运用办公软件，具备一定理论分析、实证研究、数据分析研究能力，熟练掌握EXCEL、统计分析工具，至少熟练掌握和运用一种统计软件（sas、spss、r等）；
3、具有良好的书面表达和口头沟通能力，能够熟练撰写理论及实证研究分析报告；
4、具有较强的逻辑能力，工作严谨、责任心强、能承受工作压力。
5、善于发现问题，积极主动提出问题和改进方案。"
"['复旦大学', '五角场']",上海,上海幻电信息科技有限公司,哔哩哔哩,2000人以上,2018-05-21 11:48:06,杨浦区,本科,"移动互联网,文化娱乐",[],全职,3809441,15k-25k,1-3年,"职位描述：

Ø  岗位职责：
1、内容向产品运营的数据平台建设、业务分析 ，通过数据分析进行内容价值挖掘，提供策略支持
2、监控重点数据，能从数据异动中主动发现问题，结合对业务的深入理解，分析和探索解决方向和方法
3、负责公司数据驱动氛围建设，包括数据能力培训体系推广，自助数据功能推广
 
Ø  岗位要求：
1、有互联网行业数据分析经验、有独立分析并驱动业务改进经验者优先
2、数据敏感度及逻辑能力强，有清晰的思路和数据建模方法论
3、本科以上学历，具有1-3年数据分析、数据挖掘等相关经验"
['花木'],上海,上海持富金融信息服务有限公司,持富金融,50-150人,2018-05-23 11:15:11,浦东新区,本科,金融,"['金融', '专员', '数据挖掘', 'SPSS']",全职,3405036,5k-10k,1-3年,"职位描述：

1、定期对平台运营各维度数据进行分析优化，为平台用户画像分析提供数据支持；2、定期分析优化渠道拉新数据，以筛选优质渠道，分析全程各环节流失情况，制定相关策略；3、分析用户来源、行为路径、转化率等运营核心数据，给各职能部门提供数据反馈和建议；4、掌握平台整套操作环节和用户使用场景，深度研究用户需求，善于进行竞品分析，根据数据情况快速有效的定位问题并提出解决方案；5、以数据为依托参与制定精准营销方案，对营销工作进行数据分析和评估，提供数据报表和改善建议，提升营销效果。【岗位要求】1.全日制本科及以上学历，统计、数学、计算机、信息技术等理科专业背景者优先2.一年及以上数据分析工作经验，有能力者可不考虑具体经验，对互联网金融行业有一定了解者优先3、熟练掌握办公软件Excel或sql等软件；4.良好的数据敏感度，有基本的数据思维和比较强，具备独立编写数据分析报告的能力。5.具备较强的沟通能力和理解能力，逻辑思维能力，团队协作能力，为人耐心细致，责任心强。"
,上海,上海拍拍贷金融信息服务有限公司,拍拍贷,2000人以上,2018-05-22 17:27:39,浦东新区,本科,金融,[],全职,4135557,20k-30k,5-10年,"职位描述：

1. 根据业务人员的需求，设计、开发、维护报表和相关中间表
2. 数据产品的后端ETL设计和实现
3. 对ETL代码进行调优和维护
4.. 负责业务团队的数据分析工作
5. 通过数据分析对业务的各阶段运营进行评估和建议，从数据的角度推动业务运营决策、产品方向等

任职资格
1. 本科及以上学历，计算机、统计相关专业，211或985更佳
3. 3年以上hadoop相关经验，能熟练使用hive，有数仓架构经验更佳
4. 有impala使用经验的优先考虑
5. 有Hive和hadoop相关调优经验的话优先考虑
6. 有互联网公司或者知名企业工作经验的话更佳
7. 具备较强的团队协作能力和沟通能力
8. 数据分析经验者优先"
