businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear,description
"['中关村', '万泉河', '苏州街']",北京,杭州财米科技有限公司,挖财,500-2000人,2018-05-23 09:37:11,海淀区,不限,"移动互联网,金融",[],全职,4155069,10k-15k,1-3年,"职位描述：

职位描述：
1、收集、处理用户海量数据，挖掘用户行为特征，为产品、运营提供参考依据；
2、针对具体业务问题，主动发现问题，并通过数据分析验证并提出改善举措； 
任职要求：
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，2年及以上互联网公司数据分析工作经验；
2、有突出的分析能力，能够灵活利用数据，发现问题并提出解决方案；
3、主动性强，以改善产品为乐，把提升数据指标当成有成就感的事；
4、熟悉Hive，熟练使用SQL等数据库查询语言；熟练使用Python者优先。"
,北京,志诺维思（北京）基因科技有限公司,志诺维思,15-50人,2018-05-22 18:53:55,海淀区,本科,"医疗健康,数据服务",[],全职,3977796,8k-15k,1-3年,"职位描述：

岗位职责：
1. 参与病理医学大数据项目，负责数据整理，统计分析和相关性分析。
2. 与开发人员和一线医生迭代，沟通，完成分析报告，推进国内病理学科临床和科研进展。

岗位要求：
1. 数学，统计学、计算机，医学，生物信息学等相关学科，本科及以上学历； 
2. 熟练使用其中一种工具：excel，R，pyhton， SPSS。或者其他熟练且有效的工具。
3. 具有良好的数学和统计学功底，理解统计学基本概念，假设检验，相关性分析。
4. 有医学统计，生物统计或病理学项目经验，可优先考虑。
6. 表达良好，责任心强，乐于团队合作。"
['酒仙桥'],北京,钱包金服（北京）科技有限公司,钱包金服,500-2000人,2018-05-22 16:06:25,朝阳区,本科,金融,[],全职,4188436,10k-17k,3-5年,"职位描述：

岗位职责：
1、负责构建公司业务数据分析与数据挖掘业务分析体系，集团核心和常规性的数据分析，找到异常数据迅速定位原因，提供业务问题分析，支持决策；
2、负责对数据库信息进行深度挖掘和有效利用，充分实现数据的商业价值；
3、通过数据分析，进行用户分层分析及用户信用模型建设；
4、优化和改进现有的数据统计和报表系统，结合业务运营目标，建立合理的数据分析模型，并使之体系化沉淀。 
任职资格：
1、大学本科或以上学历, 数学、统计、计算机等相关专业
2、有三年或以上的数据分析经验，有一定的sql基础或开发经验，熟悉SAS、R、等建模和数据分析软件
3、对数据敏感，能从数据中发现问题、解决问题
4、具有较强的逻辑思考能力和书面表达能力
5、思维活跃，有创新精神，能承受工作压力
6、主动性好，做事稳重不浮躁，善于对内和对外沟通,强有力的执行能力和推动能力"
"['五道口', '学院路', '北航']",北京,北京云江科技有限公司,阿凡题,150-500人,2018-05-18 19:33:00,海淀区,本科,"移动互联网,教育",[],全职,4595850,15k-25k,3-5年,"职位描述：

岗位职责：
1、基于日常运营、用户行为及业务策略，提炼出合理的指标，抽象固化为数据产品；2、规划公司各业务部门核心指标体系，搭建、输出相关数据报表；3、持续跟踪全局业务数据，为指标异常提供预警、监测和解读；4、参与专项商业分析项目，支持公司业务转型、新业务拓展等重大战略项目；5、结合行业数据、业界洞察和市场趋势，为长期业务发展方向提供战略层面的建议。

任职要求：
1、对数据敏感，逻辑严谨，责任心强，工作主动性好，沟通能力强；2、熟练使用SQL、Excel和 PowerPoint，了解基本数据仓库知识，掌握一定的数据模型能力；3、有一定的互联网工作经验，对互联网产品和服务兴趣浓厚；4、优秀的协调和沟通能力，能够协调技术开发和运营、产品等部门共同完成数据体系建设。"
['望京'],北京,北京三快在线科技有限公司,美团点评,2000人以上,2018-05-04 16:48:51,朝阳区,本科,"移动互联网,O2O","['本地生活', '数据挖掘', 'SPSS']",全职,4160851,20k-40k,3-5年,"职位描述：

岗位职责：1、建立基于O2O交易运营场景的公司级核心业务指标体系，为公司战略决策提供支持。2、专题分析，通过对海量数据的深入分析，建模，挖掘，提供有价值的业务洞察和剖析报告。3、不断研究和探索数据分析领域前沿技术。岗位要求：1、统计、数学、信息技术相关专业本科以上学历，3年以上相关工作经验。2、熟练使用SQL，具备海量数据处理能力。3、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验； 4、热爱数据分析工作，诚实正直、责任心强，出色的执行和沟通能力，能承受较大的工作压力。5、熟练掌握统计理论，以及常用数据分析挖掘方法，如：分类，聚类，关联6、有互联网相关工作经验优先。"
,北京,北京车之家信息技术有限公司,汽车之家,2000人以上,2018-05-03 17:10:36,海淀区,本科,"移动互联网,文化娱乐","['信息安全', '数据挖掘', '数据运营']",全职,4399288,20k-25k,5-10年,"职位描述：

【岗位职责】
1. 与业务部门沟通掌握业务和产品动态、与BD沟通及时准确了解厂商需求；
2. 通过对海量数据的分析挖掘，负责产品前期的探索性分析和产品化；
3. 参与大数据挖掘工作，从网站运营、营销传播、用户分析等方向为客户（汽车厂商）提供数据分析服务，并根据分析结果提出决策建议；
4. 完成数据产品的底层数据监控体系，建立预警机制；
5. 协调数据运营、三反、数据安全等部门做好数据质量和数据安全工作；

【岗位要求】
1. 本科以上学历，社会学、经济学、统计学、计算机等和数据处理高度相关专业，5年以上互联网行业同等岗位工作经验；扎实的统计学、数据挖掘理论基础；
2. 具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题；具有优秀的报告讲解能力及沟通能力；
3. 有互联网数据分析、运营优化相关背景；有网站用户行为研究和数据挖掘经验者优先，有搭建数据库经验优先拥有海量数据处理经验者优先；
4. 熟练使用SPSS、SAS、R等数据分析挖掘软件；熟悉Hive，熟练使用SQL等数据库查询语言；
5. 具有较强结构化思维、逻辑思维能力，良好的沟通执行力。"
,北京,普信恒业科技发展（北京）有限公司,宜信,2000人以上,2018-05-17 18:39:35,朝阳区,本科,金融,['金融'],实习,4185035,3k-4k,不限,"职位描述：

工作职责：
1、负责公司宜人贷产品风险政策制定和业务分析；
2、基于数据和财务分析为公司宜人贷产品的运营决策、产品设计、风险策略调整提供支持；
4、完成公司安排的互联网线上产品研发或调研项目，提供全流程金融和数据解决方案。
职位要求：
1、金融、经济、财政、统计等相关专业本科及以上学历（在读）；
2、有一定互联网金融或相关领域工作经验；
3、熟练掌握金融工程相关基础知识；
4、熟练掌握数理统计相关基础知识；
5、熟练掌握Excel，包括常用金融和统计函数，数据透视表，并能够用VB实现批处理；
6、掌握SAS或R者优先考虑；
7、通过CFA/FRM考试二级者优先考虑；
8、耐心细致，工作认真，有强烈的求知欲、良好的沟通能力和团队合作精神。"
,北京,诺远资产管理有限公司,诺远资产,2000人以上,2018-05-22 10:11:48,朝阳区,本科,金融,[],全职,4153454,15k-25k,1-3年,"职位描述：

岗位职责： 
1.利用python语言完成数据报表的开发。包含不限于模型表现、信用审核、贷中监控、贷后催收数据的日报，周报和月报，以及相关展示ppt的制作。
2.监控各类报表，完成日常数据分析工作。梳理各金融产品逻辑，固化数据项，形成数据单元，完善报表功能，优化报表呈现。
任职要求： 
1.具有较强的业务理解和数据分析能力，利用机器学习和复杂网络技术解决实际问题；
2.熟练掌握Excel和Python，有处理各类结构化或非机构化数据的实际经验；
3.在数学、运筹学、统计学等相关领域2年以上工作经历，硕士及以上学历优先。"
,北京,北京京东世纪贸易有限公司,京东集团,2000人以上,2018-05-21 09:46:16,通州区,本科,"电子商务,数据服务","['电商', '商业', '业务运营', '运营']",全职,4268344,10k-15k,3-5年,"职位描述：

工作描述：
1、熟悉京东集市，能尽快熟悉公司的数据源和提数环境，能按需求准确及时的提取符合要求的数据；2、负责事业部POP业务数据分析工作，结合业务特点，运用数据提取、建模、数据挖掘等能力为业务提供包括策略、监测、评估等方面的相应支持；3、与其他部门协作，沟通落实相关业务指标内容，并形成周期性总结汇报；4、熟悉互联网电商行业常用数据分析指标，掌握产品运营数据的监控和分析方法，为产品优化和改进提供数据分析支撑；

任职资格：
1、有电商行业基础，对电商平台规则有一定了解，电商相关经验2年以上；2、熟练使用office办公软件，熟悉EXCEL、WORD、PPT等常用软件的运用及数据分析；3、具有数据分析和逻辑判断能力，较强的沟通能力，组织及协调能力，思路清晰，并有很好的前瞻性和全局观；4、熟悉京东平台业务逻辑，有POP运营或是招商经验优先考虑"
,北京,厦门蓝海健康大数据有限公司,蓝海健康,50-150人,2018-05-08 17:04:39,海淀区,本科,"移动互联网,医疗健康","['金融', '征信', '数据挖掘', '风控', '建模']",全职,4406875,10k-15k,1-3年,"职位描述：

岗位职责：
1、负责征信业务数据处理、变量加工和建模等工作；
2、设计各类信用风险模型，如信用审批模型、用户行为模型、催收评分等；
3、与产品、技术的同事沟通协作，推动信用评估模型在具体业务层面和风控系统中的落地使用；
4、参与数据源接入的相关需求和数据测试工作；
5、跟踪、监测、维护及优化信用评估模型体系，确保模型的有效性；
6、参加和跟进与风险管理相关的系统项目开发和测试工作。
任职要求：
1、统计、数学、金融工程等相关专业本科及以上学历；
2、1年以上风险建模相关经验；
3、熟悉各类分类与回归算法的实现和参数调优（如逻辑回归、决策树等）；
4、熟悉建模流程和原理，能够围绕业务和产品特征建模解决实际问题；
5、熟练使用R/python其中一种统计分析软件即可，熟练使用 SQL，熟悉Java者优先录用；
6、有金融信贷行业用户评分建模经验者优先。"
['学院路'],北京,北京酷划在线网络技术有限公司,酷划在线,50-150人,2018-05-22 13:48:45,海淀区,本科,移动互联网,[],全职,4509904,10K-20K,1-3年,"职位描述：

岗位职责: 
- 日常核心报表维护和分析； 
- 每个产品迭代的产品效果分析，判断产品功能对核心指标的影响； 
- 产品和运营数据需求支持，并根据业务需要制定相应的运营策略及产品优化方案； 
- 根据业务场景设计AB测试对比实验，并从数据中得到结论。 
岗位要求 ： 
- 精通SQL ，熟练使用EXCEL，熟悉HIVE SQL； 
- 两年以上数据运营工作经验； 
- 良好沟通能力，较强的数据敏感性，良好的总结抽象能力，良好的抗压能力； 
- 心理学、统计学背景者加分。"
"['安定门', '鼓楼']",北京,上海花千树信息科技有限公司北京分公司,世纪佳缘,500-2000人,2018-04-23 16:28:11,朝阳区,本科,移动互联网,[],全职,4434742,8k-12k,3-5年,"职位描述：

任职需求：
1、具有App数据统计分析及商务经验(1年以上者优先)；
2、熟悉国内各手机Store、应用市场及网盟的数据分析；
3、熟悉国内各手机Store、应用市场及网盟的合同流程；
4、熟悉数据日/月活跃度分析；
5、对日常新增及留存用户有深度的了解；
6、国家统招本科以上学历，有较好的英语沟通写作能力。

职位描述：
1、负责App数据统计分析及商务合同签订流程；
2、负责国内各手机Store、应用市场及网盟的日常数据统计及分析；
3、同时负责与第三方合作合同的签订流程工作。"
"['学院路', '五道口', '中关村']",北京,北京高思博乐教育科技股份有限公司,高思教育集团,2000人以上,2018-05-22 16:21:09,海淀区,本科,"教育,移动互联网",[],全职,4487649,10k-18k,1-3年,"职位描述：

职位描述：1、与营销部门，产品部门等各业务部门紧密合作，结合业务场景和业务分析需求进行数据分析工作，输出能影响业务方决策的数据分析结论及建议。2、构建/迭代更新业务指标体系，负责搭建业务分析框架，建立合理的分析方法论，整理和分析复杂的业务数据，挖掘隐藏在数据背后的价值。3、负责同业务方的分析需求的沟通与探讨，负责数据分析结果的展示和解释。4、与后端技术部门沟通和合作，有效地参与制定并跟进数据产品和开发工作部署。5、在深入理解业务和熟练掌握方法论的基础上，做分析视角和分析方法的创新。职位要求：1、数学，统计学等相关专业优先，思路清晰，思维缜密。2、有良好的沟通和协调能力。2、对业务敏感，能快速理解业务逻辑，发掘业务细节和数据之间的联系。3、熟练使用SQL，掌握R/Python其中一种分析工具；熟练使用Excel和PPT办公软件。4、有互联网公司数据分析经验者优先；有统计建模或者机器学习一年以上经验者优先。5、2年以上数据分析工作经验。"
"['北苑', '来广营', '北苑', '奥运村', '来广营', '奥运村']",北京,北京踏浪者科技有限公司,踏浪者,500-2000人,2018-05-22 11:08:14,朝阳区,本科,电子商务,[],全职,3053142,10k-18k,1-3年,"职位描述：

岗位职责：
1. 与业务部门保持密切沟通合作，掌握业务和产品动态和规划
2. 负责全站或具体产品的用户分析，通过对海量数据的分析挖掘，提取用户特征、行为轨迹、及变动趋势
3. 建立分析模型，通过公司的海量数据，应用统计分析、数据挖掘方法解决业务部门的实际需求
4. 参与大数据挖掘工作，从网站运营、营销传播、用户分析等方向为客户提供数据分析服务，并根据分析结果提出决策建议
5. 响应并管理业务部门的其他数据分析需求，协调相关部门推动分析项目的高效完成
任职要求：
1. 本科以上学历，统计学、经济学、计算机等和数据处理高度相关专业（理工科背景优先，倾向于硕士以上学历），考虑3年或以上相关工作经验；扎实的统计学、数据挖掘理论基础
2. 具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题；擅长与内部及外部商业伙伴的交流沟通，具有优秀的报告讲解能力及沟通能力
3. 有互联网数据分析、运营优化相关背景；有网站用户行为研究和数据挖掘经验者优先，有搭建数据库经验优先拥有海量数据处理经验者优先
4. 熟练使用Hadoop ,Hive, Spark, AWS, NLTK ,Unix/Linux等工具集；有数据建模和机器学习经验（2年以上相关工作经验）者优先
5. 熟练使用Java, Python, Bash, Scala, R, SQL等语言,熟练使用关系型数据库MySQL ,PostgreSQL ,Oracle中的至少一种；
6. 具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断
7. 积极创新，有开拓精神，乐于面对挑战，负责敬业；优秀的团队合作精神；诚实， 勤奋， 严谨
8. 关键词：数据分析经验、结构化思维、数据敏感度、执行力、开拓精神、沟通能力、建模能力、数据挖掘经验、搭建数据库经验"
"['清河', '上地']",北京,北京小米科技有限责任公司,小米,2000人以上,2018-05-22 11:04:41,海淀区,本科,移动互联网,"['金融', '策略', 'SPSS', 'sas']",全职,3560514,20k-40k,3-5年,"职位描述：

岗位描述：
1、监测和分析风险政策执行情况和效果；
2、理解机器学习模型的评估标准，实现并不断优化风险政策；
3、检测和分析各个产品和运营活动的效果。
任职资格：
1、本科及以上学历，数学/统计/物理专业优先；
2、良好的逻辑思维能力，丰富的数据分析经验，有机器学习建模经验优先；
3、精通Python、SAS、R、SQL等数据分析、处理语言/工具；
4、对数据驱动的金融决策感兴趣，具备良好的学习、沟通能力。"
"['大山子', '酒仙桥', '将台路']",北京,易联汇华（北京）科技有限公司,易联汇华,500-2000人,2018-05-22 10:50:47,朝阳区,本科,"移动互联网,金融","['金融', '数据挖掘', 'SPSS', 'sas']",全职,3453277,15k-20k,1-3年,"职位描述：

岗位职责：
1、能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；
2、理解业务方向和战略，为公司运营决策、产品方向、销售策略提供数据支持及建议；
3、整理并分析网站数据，撰写分析报告，从数据的角度给出运营建议
4、建立数据分析系统，找出关键点并提出改进方案，不断改进优化；
任职要求：
1.本科及以上学历，数学、统计、经济学或相关专业，至少两年线上数据分析经验，有互联网金融行业经验优先；
2.熟悉Matlab、R、SAS等至少一种以上统计软件编程操作，熟悉数据库编程操作 ，包括多元统计分析等应用分析技术，能熟练使用SPSS/SAS等常见统计软件，熟 练excel的统计功能，具备建模经验或VBA编程经验者优先；
3.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
4.具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验。"
"['双井', 'CBD']",北京,北京品友互动信息技术股份公司,品友互动,500-2000人,2018-04-23 13:19:10,朝阳区,本科,"移动互联网,广告营销",['广告营销'],全职,4400034,15k-30k,1-3年,"职位描述：

工作职责：
1、深度了解相关行业（汽车、快消、电商、金融等）Markting特征，参与并协助前端业务人员Pitch行业VIP客户，协助数据产品团队搭建并优化智能营销平台产品；2、负责公司数据产品的日常运营及数据监测，包括但不限于数据分析、趋势分析、报表呈现、营销洞察等，为客户Markting相关事宜提供专业解读、改进策略、实施建议等，提炼比稿沉淀相关行业专业分析/核心报告、营销洞察；3、高频与公司及客户内外相关人员协作，输出相关数据及报告，相关团队包括但不限于公司内部研发、产品、运营、销售团队，客户内部技术、市场、CRM团队，外部广告公司、检测公司等，推进客户智能营销的实践及公司数据产品的商业化进程；4、协助研发、产品、市场等内部团队，提供相应数据分析、监测、评估、优化及迭代等建议。

任职资格：
1、深刻理解/熟悉主流行业（汽车、快消、电商、金融等）Marketing相关策略及互联网广告，有2年及以上的Markting领域相关数据分析经验者更优，有SEM/SEO优化/广告投放数据监测及分析/程序化购买投放优化等经验者更优；2、能够从海量数据中分析总结得出关键结论，熟悉SQL、HIVE、SAS、R、Matlab等重点考虑；3、本科及以上学历，数学、统计学、物理、市场营销、经济学、广告学等专业更优；4、有较强的逻辑思维能力、数据洞察力、总结提炼、沟通协调、团队合作能力，能熟练使用excel等办公软件。"
,北京,上海嵩恒网络科技股份有限公司,东方头条,500-2000人,2018-05-23 09:57:49,海淀区,本科,"移动互联网,社交网络",[],全职,3692994,10k-20k,3-5年,"职位描述：

岗位职责:
1、负责东方头条相关业务数据分析，定期完成日、周、月、季报等数据报告工作。负责运营业务的产品以及运营数据优化。
2、监控运营相关数据，能从数据异动中发现问题，并输出有价值的分析报告，为产品和运营决策提供支持
3、面对运营精准化的要求，针对用户增长率，流失率等等，能基于海量的用户数据，挖掘规律并建立分析模型，向运营提出建议或方案4、面向黑客增长和精准营销。建立关键指标体系并与模型、产品、数据、运营等成员密切配合，找到关键因素和应对策略岗位要求:
1、工作经验3-5年，理工科背景，数学、统计、金融、计算机等相关专业优先，熟练掌握Hive/SQL，Python/R 尤佳，具备数据分析、挖掘、清洗、建模相关工作经验2、理解信息流形态下算法分法用户的原理，理解用户和内容的特征和标签等基础概念，有过信息流产品的分析经验优先
3、了解互联网产品完整生命周期的运营，熟悉互联网产品整体实现过程，包括市场分析、需求分析、业务流程设计、用户研究等
4、学习能力强，能快速掌握所负责业务领域数据，并利用数据进行评估优化
5、善于沟通，执行能力强，有团队合作精神，具备较强的数字分析与简报能力，勇于担当，抗压性强"
"['北京大学', '中关村', '苏州街']",北京,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018-05-22 12:07:39,海淀区,本科,"移动互联网 ,游戏",[],全职,3413899,18k-36k,3-5年,"职位描述：


工作职责：
1.负责PC版QQ浏览器的用户增长
2.规划并落实数据上报，确保数据源的质量，并实施系统化的数据管理
3.通过数据分析和黑客增长的手段实现新渠道的拓展、产品转化率的优化、以及潜在用户的传播和拉动
4.构建用户分层模型，通过精细化运营的手段实现用户活跃度和忠诚度的提升
   


工作要求：
1.三年以上工作经验，有用户增长和数据分析经验者优先
2.对互联网行业有比较深入的了解，有一定的战略思维
3.具备较强的团队协作能力和沟通能力，思维活跃，学习能力强
4.稳定、细致，能承受一定工作压力
5.精通数据仓库，精通hive/SQL等数据查询语言及SAS/R等统计分析软件；熟悉Python/Shell等脚本语言；熟悉Linux环境及常用命令"
"['朝阳门', '朝外', '东四']",北京,凡普金科集团有限公司,凡普金科,2000人以上,2018-05-22 11:48:06,东城区,本科,金融,[],全职,4606650,30k-40k,3-5年,"职位描述：

岗位职责
1、通过统计学等科学方法对业务数据中涉及到的相关信息进行处理，为公司业务、用户体验中心、产品、研发等团队提供支持，满足公司决策层和各业务部门的数据分析和挖掘需求；
2、通过基于用户行为和业务数据的分析，对业务问题进行探索分析，定位问题根源并寻求解决方案；
3、参与用户调研，收集用户痛点并从用户体验视角分析用户心理与用户需求，建立用户画像；
4、优化产品中的数据分析和数据挖掘模型，改进现有业务数据模型。加强数据可视化的方式形成数据产品，从而支持业务的需要。

任职要求
1、统招全日制本科以上学历，硕士或海龟背景是加分项，理工科相关专业，包括但不限于数学、统计学，计算机科学等；
2、3年及以上相关工作经验，熟练掌握MS Office办公软件，尤其熟悉Excel统计、分析的相关操作命令。熟悉SAS\SPSS、Tableau，掌握SQL语言、Python语言、R语言优先，；
3、熟悉数据分析流程，能够将业务逻辑转化为数据模型者；
4、有较好的学习驱动力及有效的学习方法，具备良好的沟通影响力，包括聆听分析他人真实观点能力，及简单、准确表述自身观点的能力；
5、具备严谨的逻辑思维能力
6、具备较高的可拓展性及优秀的领导力"
"['中关村', '北京大学', '苏州街']",北京,北京达佳互联信息技术有限公司,快手,500-2000人,2018-05-18 19:50:50,海淀区,本科,移动互联网,[],全职,4279014,20k-35k,3-5年,"职位描述：

职位描述：
1、梳理业务逻辑模型，管理和建设报表体系；
2、增长相关的数据产品开发，建模；
3、数据专项分析，给出增长方向建议，支持业务决策；
4、支持需求方不定期的数据需求，包括异常排查、变化原因分析、趋势监测等

任职要求：
1、能熟练使用SQL
2、数学、统计学、计算机相关专业优先，对数据分析有强烈兴趣者优先；
3、有IT大数据分析经验，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先；
4、有增长或渠道优化经验者优先；
5、熟练使用 R/Python 者优先；
6、掌握 Tableau 等 BI 工具尤佳。"
"['雍和宫', '安定门', '交道口']",北京,北京九州云动科技有限公司,省钱快报,50-150人,2018-05-23 10:27:02,东城区,本科,"移动互联网,电子商务",[],全职,4507985,20k-40k,5-10年,"职位描述：

1、根据不同的业务场景，构建业务指标体系，建立和完善日常业务报告体系，能够及时、准确、完整的披露公司整体及各项目的运作情况；
2、通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持；
3、能够持续动态的挖掘日常的业务数据，发现业务的风险和机会点。

岗位要求：
1、5 年以上数据分析／挖掘相关工作经验，有互联网或电商相关行业经验；
2、具有数学、统计学和计算机相关知识，精通 SQL 等数据查询语言及、具有海量数据挖掘、分析相关项实施经验；
3、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力；
4、数字敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力，包括PPT展示和讲解能力。

——————————

「成长历史」
公司成立于 2014 年 7 月位于北京邮电大学的一座咖啡馆中，经过三年发展已经历经三轮融资近亿元，收获了超过 1000 万用户。公司管理团队均为 85 后，员工画像：资深程序猿，产品高手，美女运营。

「投资方」
好未来（美股上市公司，股票代码 TAL）
晨兴资本（投资过小米，迅雷, YY，凤凰网等公司）
钟鼎创投（投资过德邦物流，晨光文具等上市公司）
中国平安（投资过滴滴出行，美团点评，汽车之家等公司）

「愿景」
成为一家引领年轻人生活方式的世界级科技公司

「企业文化」
诚实守信/学习驱动/事事复盘/创业心

「福利」
永远装满的免费零食柜和饮料冰箱/免费三餐/专属健身房/每日酸奶/月度下午茶
每月交通补助//每月团建/定期旅游
电脑补助/每个节日都会收到来自行政部同事准备的礼物

「成长与晋升」
每月公司内部培训及分享，及来自其他公司的创始人/高管分享
主动晋升申请/轮岗机制/Hackathon

「沟通文化」
  每月末组织 Happy hour，管理团队汇报公司进展。
“互黑”：以互相称赞对方为乐趣。
“自黑”：以无下限的“自我讽刺”为乐趣。
   无职级，无职务，有分工，一切唯结果说话。

「办公室」
公司位于五道营胡同景区附近，与国子监一墙之隔的四合院中，拥有独立的健身房。毗邻地铁雍和宫站和安定门站。5 号/ 10 号线交通方便。

——————————

省钱快报「下载方式」
移动版：AppStore/Android 应用市场  搜索【省钱快报 】下载
PC版：http://www.sqkb.com"
,北京,中国信息通信研究院,中国信通院,2000人以上,2018-05-21 16:03:59,海淀区,硕士,"信息安全,移动互联网",['安全'],全职,4214243,10k-15k,1-3年,"职位描述：

岗位职责:1、负责信息安全大数据平台建设、数据库管理优化、日常维护审计等工作；2、负责信息安全大数据挖掘分析工作，包括数据建模、算法实现、界面设计、分析应用、结果评估等工作；3、负责输出信息安全数据分析成果，包括工作报告、白皮书、行业统计报告等；4、为信息安全工作提供数据决策支撑，能够用数据印证观点，并提升监管效力。
任职资格:掌握通信、计算机、网络、信息安全、数据分析等领域的基本专业知识；了解数据库结构代码，具备一定数据建模、分析应用、可视化能力和经验；有大数据平台开发、数据库管理、数据分析/咨询等领域工作经验的优先。"
,北京,清创网御（合肥）科技有限公司,清创网御,150-500人,2018-05-21 15:43:18,海淀区,大专,"信息安全,数据服务",[],全职,4601669,15k-30k,3-5年,"职位描述：

职位描述：
岗位职责：
1.  负责售前支持工作，包括与用户的交流、产品演示、方案编写、方案宣讲等；
2.  负责行业调研，竞争对手分析；
3.  为公司市场人员提供定期培训；
4.  跟踪公司产品应用情况和新业务需求；
5.  根据行业特点制定行业解决方案，为行业客户提供售前技术咨询服务。
任职要求：
1.  本科及以上学历，互联网、计算机相关专业毕业，3年以上工作经验；
2.  有JAVA程序研发经验，熟悉MySQL、Oracle等主流数据库，熟悉大数据、互联网等相关业务，了解人工智能、机器学习、数据挖掘的基本算法；
3.  跟踪公司产品应用情况和新业务需求，对公司产品进行包装；
4.  具有较强的沟通和谈判能力，良好的公关能力；
5.  具备良好的文档编写能力、沟通能力、新技术及行业业务的理解能力、技术与业务的关联能力；
6.  具有舆情项目系统开发经验或售前经验者优先考虑"
,北京,北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,2018-04-23 11:53:07,海淀区,本科,移动互联网,[],全职,3855400,15k-30k,3-5年,"职位描述：

        岗位职责
1、搭建从数据仓库建设，到数据指标体系，数据可视化展现的完整数据体系
2、能推进实施从模型构建到报告撰写,部门沟通落地的数据解决方案，解决复杂的商业问题
3. 沉淀分析思路与框架， 不断完善和优化模型算法，形成体验驱动的数据分析方法论
4. 深入了解A/B实验，熟悉评估A/B实验的理论和方法，推动A/B实验的策略迭代
岗位要求：
1、计算机、数学或统计学专业，有3年左右的工作经验，包括至少2年互联网数据分析相关工作经验，BI实战项目经验丰富，对于业务数据分析有浓厚的兴趣；
2、具有良好的商业敏感度，娴熟的大数据提取处理能力及数据可视化展现技能
3、了解常用的机器学习算法，具备在业务中实践应用并不断优化模型的能力
4、熟练掌握Hive/SQL,精通office,掌握Python/R 尤佳,熟悉统计学及数学方法并能实际应用于业务
5、优秀的学习能力和沟通表达能力，能够快速熟悉业务，并对用户体验有敏锐的数据洞察力"
,北京,上海森亿医疗科技有限公司,森亿智能,50-150人,2018-05-23 09:38:00,海淀区,硕士,"数据服务,医疗健康","['医疗健康', '高级', '大数据', '统计', 'SPSS', 'sas']",全职,3981298,10k-20k,不限,"职位描述：

职位描述：
1.根据项目需求，撰写统计分析计划书，独立完成各类型的临床研究的统计分析工作；
2.参与产品统计模块的功能设计和测试；
3.根据产品、应用方向，对医疗大数据整体进行统计分析及数据挖掘；
4.对内部及外部进行统计培训、项目介绍 。
 
职位要求：
1.卫生统计、流行病学、统计学、应用统计等相关专业背景，硕士及以上学历； 至少1年以上统计师、SAS Programmer、医疗行业数据分析等相关工作经验；
2.从事临床试验统计分析者优先，有医疗/健康数据分析及建模的经验优先；
3.熟悉医学研究相关的统计方法；熟练掌握至少一门统计编程软件：SAS、R、Python；
4.熟练使用SAS或R绘制符合行业标准的统计表格和统计图；
5.有医药企业或CRO公司撰写统计分析计划书（SAP）经验优先；
6.熟悉临床研究思路、方案设计、样本量计算等；
7.良好的学习能力、逻辑思维和语言表达能力。"
"['前门', '天坛', '磁器口']",北京,北京金瑞龙汇鑫控股(集团)有限公司,金瑞龙汇鑫控股集团有限公司,2000人以上,2018-05-06 08:23:09,东城区,大专,金融,[],全职,3158420,6k-7k,1-3年,"职位描述：

1、通过数据分析支持产品改进及新模式的探索。
2、构建数据评估系统。
3、购机安业务数据分析体系，帮助确定各项业务数据指标。
4、负责数据分析，通过监控及分析，推产品的改进营销调整。
5、负责构建数据模型。
6、负责构建产品，营销评估体系，通过数据分析对产品、营销、市场提出建议并推动实施。
7、负责调研，通过海量数据的挖掘和分析，形成报告，汇报给决策层，支持战略规划。"
